"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","14410_4#33","14520_4#47","14520_4#50","14520_4#52","14520_4#68","14520_5#62","14520_7#35","14520_7#37","14936_6#62","15378_2#35","15378_4#24","15531_3#87","15531_4#82","15531_5#50","15531_6#25","15873_3#36","15873_3#51","15873_3#70","15873_5#69","16399_7#29","16453_2#19","17794_8#83","17870_8#128","17966_5#56","17966_5#86","18456_1#162"
"rpmGA","","LSU ribosomal protein L33p @ LSU ribosomal protein L33p zinc-independent",23,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","","1","1","1","1","1","1"
"macB_1","","ABC transporter ATP-binding protein",23,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1"
"artP_1","","amino acid ABC transporter periplasmic amino acid-binding protein",23,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1"
"group_1894","","hypothetical protein",23,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","",""
"group_209","","HIT family protein",23,"","","","","","","","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1"
"group_1232","","ABC transporter permease subunit",23,"","","","","","","","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1"
"ABC.NBD.truncation_1","","ABC transporter ATP-binding protein",23,"","","","","","","","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1"
"group_851","","Peptidase",23,"","","","","","","","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1"
"thiF","","HesA/MoeB/ThiF family protein",23,"","","","","","","","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1"
"group_1854","","hypothetical protein",23,"","","","","","","","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1"
"group_1329","","hypothetical protein",23,"","","","","","","","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1"
"group_3601","","chlorohydrolase",23,"","","","","","","","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1"
"zmpB","","zinc metalloprotease ZmpB",22,"","","","","","","","1","1","1","1","","1","1","","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_1023","","hypothetical protein",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","1","",""
"ltrA","","reverse transcriptase/maturase group FT II introns",22,"","","","","","","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","","1","1","1","","1","1","1","1","1","1"
"sau3AIR","","restriction enzyme",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","1","",""
"group_3508","hhaIM","DNA modification methylase",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","1","",""
"group_4138","","hypothetical protein",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","1","",""
"group_633","","hypothetical protein",21,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","1"
"group_919","","acetyltransferase",21,"","","","","","","","1","1","1","1","","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","1"
"group_1214","","serine/threonine protein kinase",21,"","","","","","","","1","1","1","1","","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","1"
"group_333","argG","argininosuccinate synthase truncation",20,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","","","1","1","","1","1","1","1","","1","1"
"group_2523","","hypothetical protein",20,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","","","","1","","1","1","1","1","1","1"
"group_849","","membrane protein",19,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","1","1","1","1","1","1","","","",""
"asnB","","hypothetical protein",19,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","1","1","1","1","1","1","","","",""
"dps","","DPS family peroxide resistance protein",19,"","","","","","","","1","1","1","1","1","1","1","1","1","","","1","1","1","","1","1","1","1","1","1","1","1","1","","","1","",""
"group_12343","","IS630-Spn1 transposase Orf1",18,"","","","","","","","1","1","1","1","","1","1","1","","","","","1","1","1","","1","1","","1","","1","1","1","1","1","1","1","1"
"group_846","","chlorohydrolase",18,"","","","","","","","1","1","1","1","","","1","1","1","1","1","","1","","","1","1","1","1","1","1","1","1","1","1","1","","",""
"group_959","","acetyltransferase",16,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","","1","","","","1","1","1","1","1","","1","1","1","","","",""
"group_2164","","Membrane protein",16,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","1","1","1","1","1","1","","","","","","1","1","","1","1","","1","","1","1","1","","1"
"group_42","","IS1202 transposase",16,"","","","","","","","1","1","1","1","1","1","1","1","1","","","","1","","","1","1","1","1","1","1","1","1","1","","","","",""
"dhfR","","dihydrofolate reductase",15,"","","","","","","","1","1","1","","1","1","","","","1","1","1","","1","1","1","","","","","","1","","1","1","1","1","1","1"
"group_1555","","integral membrane protein",15,"","","","","","","","1","1","1","","1","1","","","","1","1","1","","1","1","1","","","","","","1","","1","1","1","1","1","1"
"group_2137","","membrane associated protein",15,"","","","","","","","1","1","1","","1","1","","","","1","1","1","","1","1","1","","","","","","1","","1","1","1","1","1","1"
"cbpG_1","","choline binding protein G",15,"","","","","","","","1","1","1","","1","1","","","","1","1","1","","1","1","1","","","","","","1","","1","1","1","1","1","1"
"group_5743","cpsI","glycosyltransferase",15,"","","","","","","","1","1","1","","1","1","","","","1","1","1","","1","1","1","","","","","","1","","1","1","1","1","1","1"
"blpX","","putative immunity protein BlpX",14,"","","","","","","","1","1","1","1","","","1","1","1","1","1","","1","","","","1","1","1","1","1","","1","","1","","","",""
"group_550","","immunity protein BlpL",14,"","","","","","","","1","1","1","1","","","1","1","1","1","1","","1","","","","1","1","1","1","1","","1","","1","","","",""
"blpI","","bacteriocin BlpI",14,"","","","","","","","1","1","1","1","","","1","1","1","1","1","","1","","","","1","1","1","1","1","","1","","1","","","",""
"group_1414","blpO_1","bacteriocin BlpJ",14,"","","","","","","","1","1","1","1","","","1","1","1","1","1","","1","","","","1","1","1","1","1","","1","","1","","","",""
"group_1096","blpO_1","bacteriocin BlpO",14,"","","","","","","","1","1","1","1","","","1","1","1","1","1","","1","","","","1","1","1","1","1","","1","","1","","","",""
"group_2748","pncG","putative immunity protein",14,"","","","","","","","1","1","1","1","","","1","1","1","1","1","","1","","","","1","1","1","1","1","","1","","1","","","",""
"tcyA_2","","ABC transporter substrate-binding lipoprotein",14,"","","","","","","","1","1","1","1","","","1","1","1","1","1","","1","","","","1","1","1","1","1","","1","","1","","","",""
"pncM","","immunity protein PncM",14,"","","","","","","","1","1","1","1","","","1","1","1","1","1","","1","","","","1","1","1","1","1","","1","","1","","","",""
"group_3132","ecsA_2","ABC transporter ATP-binding protein",14,"","","","","","","","1","1","1","1","","","1","1","1","1","1","","1","","","","1","1","1","1","1","","1","","1","","","",""
"group_3514","","Integral membrane protein DUF95",14,"","","","","","","","1","1","1","1","","","1","1","1","1","1","","1","","","","1","1","1","1","1","","1","","1","","","",""
"group_5370","","hypothetical protein",14,"","","","","","","","1","1","1","1","","","1","1","1","1","1","","1","","","","1","1","1","1","1","","1","","1","","","",""
"group_5371","","Bacteriocin class IIc cyclic gassericin A-like",14,"","","","","","","","1","1","1","1","","","1","1","1","1","1","","1","","","","1","1","1","1","1","","1","","1","","","",""
"group_4175","","transcriptional regulator",14,"","","","","","","","1","1","1","1","","","1","1","1","1","1","","1","","","","1","1","1","1","1","","1","","1","","","",""
"group_5372","","secreted protein",14,"","","","","","","","1","1","1","1","","","1","1","1","1","1","","1","","","","1","1","1","1","1","","1","","1","","","",""
"group_9905","","hypothetical protein",14,"","","","","","","","1","1","1","1","","","1","1","1","1","1","","1","","","","1","1","1","1","1","","1","","1","","","",""
"group_3513","","hypothetical protein",14,"","","","","","","","1","1","1","1","","","1","1","1","1","1","","1","","","","1","1","1","1","1","","1","","1","","","",""
"pppA","","type 4 prepilin peptidase",13,"","","","","","","","1","1","1","1","","","1","1","1","","","","1","","","1","1","1","1","1","1","1","1","","","","","",""
"group_4835","pppA","type II secretory pathway prepilin signal peptidase",13,"","","","","","","","1","1","1","","1","1","","","","1","1","1","","1","1","","","","","","","","","1","1","1","1","1","1"
"group_296","","hypothetical protein",12,"","","","","","","","1","1","1","","1","1","","","","","","1","","1","1","1","","","","","","1","","1","","1","1","1","1"
"sulB","","dihydrofolate synthetase",12,"","","","","","","","1","1","1","","1","1","","","","","","1","","1","1","1","","","","","","1","","1","","1","1","1","1"
"group_1553","","hypothetical protein",12,"","","","","","","","1","1","1","","1","1","","","","","","1","","1","1","1","","","","","","1","","1","","1","1","1","1"
"group_5220","","hypothetical protein",12,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","","1","1","1","1","1","","1","","","","","1","1","1","1","","1","","","","","",""
"glcA","","Beta glucanase",12,"","","","","","","","1","1","1","","1","1","","","","","","1","","1","1","1","","","","","","1","","1","","1","1","1","1"
"group_3095","pncG","putative immunity protein",12,"","","","","","","","1","1","1","","1","1","","","","","","1","","1","1","1","","","","","","1","","1","","1","1","1","1"
"blpO_4","","putative bacteriocin BlpI",12,"","","","","","","","1","1","1","","1","1","","","","","","1","","1","1","1","","","","","","1","","1","","1","1","1","1"
"group_4480","","cell surface-anchored thioredoxin",12,"","","","","","","","1","1","1","","1","1","","","","","","1","","1","1","1","","","","","","1","","1","","1","1","1","1"
"group_4481","","cell surface-anchored thioredoxin",12,"","","","","","","","1","1","1","","1","1","","","","","","1","","1","1","1","","","","","","1","","1","","1","1","1","1"
"group_53","sulB","dihydrofolate synthetase",11,"","","","","","","","1","1","1","1","","","1","1","1","","","","1","","","","1","1","1","1","1","","1","","","","","",""
"nadR","","bifunctional ATPase/kinase NadR",11,"","","","","","","","1","1","1","","1","1","","","","","","1","","1","","1","","","","","","1","","1","","1","1","1","1"
"pnuC_1","","nicotinamide mononucleotide transporter",11,"","","","","","","","1","1","1","","1","1","","","","","","1","","1","","1","","","","","","1","","1","","1","1","1","1"
"group_6782","","membrane associated protein",11,"","","","","","","","1","1","1","1","","","1","1","1","","","","1","","","","1","1","1","1","1","","1","","","","","",""
"group_5940","cpsI","glycosyltransferase",11,"","","","","","","","1","1","1","1","","","1","1","1","","","","1","","","","1","1","1","1","1","","1","","","","","",""
"group_7718","dhfR","dihydrofolate reductase",11,"","","","","","","","1","1","1","1","","","1","1","1","","","","1","","","","1","1","1","1","1","","1","","","","","",""
"bag","","surface protein PspC",10,"","","","","","","","1","1","1","","1","","","","","","","1","","1","","1","","","","","","1","","1","","1","1","1","1"
"group_956","","GNAT family acetyltransferase",9,"","","","","","","","1","1","1","","","","","","","","","1","","1","1","1","","","","","","1","","","","1","1","1","1"
"group_703","","hypothetical protein",9,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","","","","","","","1","1","","1","","","","1","1","","","","","","1","","1","1"
"lytA_5","","phage holin LL-H family",8,"","","","","","","","1","1","1","","","","1","","1","","","","","","","","","1","","1","1","","1","","","1","","1",""
"lytA_3","","phage protein",8,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","1","","1","","","","","","","","","1","","1","1","","1","","","1","","1",""
"group_840","","FIG00627334: hypothetical protein",8,"","","","","","","","1","1","1","","1","1","","","","1","1","","","","","1","","","","","","1","","1","1","","","",""
"group_716","","transcriptional regulator protein",8,"","","","","","","","1","1","1","","1","1","","","","1","1","","","","","1","","","","","","1","","1","1","","","",""
"group_3458","","FIG00627241: hypothetical protein",8,"","","","","","","","1","1","1","","1","1","","","","1","1","","","","","1","","","","","","1","","1","1","","","",""
"group_412","","Tn916 ORF15 signal peptide containing protein",8,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","1","1","","","","1","1","","","","","1","","","","","","1","","1","1","","","",""
"group_1199","","putative conjugative transposon protein",8,"","","","","","","","1","1","1","","1","1","","","","1","1","","","","","1","","","","","","1","","1","1","","","",""
"ftsK_1","","FIG00628088: hypothetical protein",8,"","","","","","","","1","1","1","","1","1","","","","1","1","","","","","1","","","","","","1","","1","1","","","",""
"group_3083","","FIG086557: Conjugation related protein",8,"","","","","","","","1","1","1","","1","1","","","","1","1","","","","","1","","","","","","1","","1","1","","","",""
"group_1749","","Antirestriction protein",8,"","","","","","","","1","1","1","","1","1","","","","1","1","","","","","1","","","","","","1","","1","1","","","",""
"iap","","lipoprotein NLP/P60 family",8,"","","","","","","","1","1","1","","1","1","","","","1","1","","","","","1","","","","","","1","","1","1","","","",""
"tetM","","tetracycline resistance protein TetM",8,"","","","","","","","1","1","1","","1","1","","","","1","1","","","","","1","","","","","","1","","1","1","","","",""
"group_2064","","Mobile element protein",8,"","","","","","","","1","1","1","","1","1","","","","1","1","","","","","1","","","","","","1","","1","1","","","",""
"group_2214","","Tn916 hypothetical protein",8,"","","","","","","","1","1","1","","1","1","","","","1","1","","","","","1","","","","","","1","","1","1","","","",""
"group_1303","Int-Tn_2","Mobile element protein",8,"","","","","","","","1","1","1","","1","1","","","","1","1","","","","","1","","","","","","1","","1","1","","","",""
"group_2544","","Tn916 hypothetical protein",8,"","","","","","","","1","1","1","","1","1","","","","1","1","","","","","1","","","","","","1","","1","1","","","",""
"group_2063","","FIG00630611: hypothetical protein",8,"","","","","","","","1","1","1","","1","1","","","","1","1","","","","","1","","","","","","1","","1","1","","","",""
"group_3332","","FIG00627694: hypothetical protein",8,"","","","","","","","1","1","1","","1","1","","","","1","1","","","","","1","","","","","","1","","1","1","","","",""
"group_301","","lanthionine synthetase C-like protein",7,"","","","","","","","1","1","1","","","","","","","","","1","","1","1","","","","","","","","","","","1","1","1","1"
"blpO_1","","bacteriocin BlpO",7,"","","","","","","","1","1","1","","1","","","","","","","1","","1","","1","","1","","","","","","","","1","","1",""
"group_43","","phage protein",7,"","","","","","","","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","1","","1",""
"group_776","xerD","phage integrase",7,"","","","","","","","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","1","","1",""
"group_683","dps","DPS family peroxide resistance protein",7,"","","","","","","","1","1","1","","","","","","","1","1","","","","1","","","","","","","","","","1","1","","1","1"
"group_1447","","hypothetical protein",7,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","1","","1",""
"group_516","","FIG01118889: hypothetical protein",7,"","","","","","","","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","1","","1",""
"group_64","","gp24",6,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","1","","1","","","","","","","","","1","","1","1","","1","","","","","",""
"group_1961","","hypothetical protein",6,"","","","","","","","1","1","1","","","","1","","1","","","","","","","","","","1","1","1","","1","","","","","",""
"group_123","ssb","phage protein",6,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","1","","1","","","","","","","","","1","","1","1","","1","","","","","",""
"group_380","","hypothetical protein",6,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","1","","1","","","","","","","","","1","","1","1","","1","","","","","",""
"group_526","","putative metal-dependent membrane protease",5,"","","","","","","","1","1","1","","1","1","","","","","","","","","","1","","","","","","1","","1","","","","",""
"group_2515","","hypothetical protein",5,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","1","1","","","","","","","","","","1","","","","","","1","","1","","","","",""
"group_1722","","acetyltransferase",5,"","","","","","","","1","1","1","","1","1","","","","","","","","","","1","","","","","","1","","1","","","","",""
"hhaIM","","type II DNA modification methyltransferase",5,"","","","","","","","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","","","",""
"group_326","","phage antirepressor protein",5,"","","","","","","","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","","","",""
"group_1581","","hypothetical protein",5,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","","","",""
"ssb","","phage protein",5,"","","","","","","","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","","","",""
"group_1752","","phage Holliday junction resolvase",5,"","","","","","","","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","","","",""
"group_993","ssb","single-strand binding protein",5,"","","","","","","","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","","","",""
"group_36","","putative antireceptor",5,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","","","",""
"group_1578","","phage Gp15 protein",5,"","","","","","","","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","","","",""
"group_2360","","minor capsid protein",5,"","","","","","","","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","","","",""
"group_4095","","minor capsid protein",5,"","","","","","","","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","","","",""
"group_474","","phage minor tail protein",5,"","","","","","","","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","","","",""
"group_1577","","phage tail protein",5,"","","","","","","","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","","","",""
"group_1665","","major tail shaft protein",5,"","","","","","","","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","","","",""
"group_1495","","phage protein",5,"","","","","","","","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","","","",""
"group_1579","","phage protein",5,"","","","","","","","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","","","",""
"group_1294","","phage structural protein",5,"","","","","","","","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","","","",""
"group_1251","","minor capsid protein",5,"","","","","","","","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","","","",""
"group_2069","","phage scaffolding protein",5,"","","","","","","","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","","","",""
"group_2216","","phage protein",5,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","","","",""
"group_2130","","minor capsid protein",5,"","","","","","","","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","","","",""
"group_1421","","phage terminase large subunit",5,"","","","","","","","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","","","",""
"group_1750","","hypothetical protein",5,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","","","",""
"group_1792","","Chromosome partitioning protein parB",5,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","","","",""
"group_2551","","hypothetical protein",5,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","","","",""
"group_3464","","hypothetical protein",5,"","","","","","","","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","","","",""
"group_1751","","phage capsid protein",5,"","","","","","","","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","","","",""
"group_2070","","Phage protein",5,"","","","","","","","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","","","",""
"group_872","","hypothetical protein",5,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","","","",""
"ssb1","","phage single-strand DNA binding protein",5,"","","","","","","","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","","","",""
"group_1580","","hypothetical protein",5,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","","","",""
"group_2550","","minor capsid protein 2",5,"","","","","","","","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","","","",""
"group_2342","","hypothetical protein",5,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","","","",""
"group_1654","","membrane protein",5,"","","","","","","","1","1","1","","1","1","","","","","","","","","","1","","","","","","1","","1","","","","",""
"group_1841","","phage replication protein",5,"","","","","","","","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","","","",""
"group_2361","","hypothetical protein",5,"","","","","","","","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","","","",""
"group_5255","","repressor",5,"","","","","","","","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","","","",""
"group_5256","","repressor protein",5,"","","","","","","","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","","","",""
"group_1948","","phage protein",5,"","","","","","","","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","","","",""
"bca","","LPXTG cell wall surface protein",5,"","","","","","","","1","1","1","","1","1","","","","","","","","","","1","","","","","","1","","1","","","","",""
"group_5254","","hypothetical protein",5,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","","","",""
"group_4096","","hypothetical protein",5,"","","","","","","","1","1","1","","","","1","","1","","","","","","","","","","","1","1","","1","","","","","",""
"dpnM","","modification methylase",4,"","","","","","","","1","1","1","","","","","","","","","","","","1","","","","","","","","","","","1","","1","1"
"dpnA","","DNA (cytosine-5-)-methyltransferase",4,"","","","","","","","1","1","1","","","","","","","","","","","","1","","","","","","","","","","","1","","1","1"
"dpnB","","type II restriction enzyme DpnII",4,"","","","","","","","1","1","1","","","","","","","","","","","","1","","","","","","","","","","","1","","1","1"
"group_155","","phage protein",3,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","1","","1",""
"pblB","","PblB",3,"","","","","","","","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","1","","1",""
"group_2776","","Tn916 hypothetical protein",3,"","","","","","","","1","1","1","","","","","","","1","1","","","","","","","","","","","","","","1","","","",""
"group_305","","chlorohydrolase",3,"","","","","","","","1","1","1","1","","","","","","","","","","","","","","1","","","","","","","1","","","",""
"group_5252","","polar amino acid ABC transporter ATPase",3,"","","","","","","","1","1","1","","","","","","","1","1","","","","","","","","","","","","","","1","","","",""
"group_2397","","HIT family protein",3,"","","","","","","","1","1","1","","1","1","","","","","","","","","","","","","","","","","","1","","","","",""
"group_2084","","Zonular occludens toxin (Zot)",3,"","","","","","","","1","1","1","","","","","","","1","1","","","","","","","","","","","","","","1","","","",""
"group_2588","","hypothetical protein",3,"","","","","","","","1","1","1","","","","","","","1","1","","","","","","","","","","","","","","1","","","",""
"group_737","","hypothetical protein",3,"","","","","","","","1","1","1","","","","","","","1","1","","","","","","","","","","","","","","1","","","",""
"group_4674","","hypothetical protein",3,"","","","","","","","1","1","1","","","","","","","1","1","","","","","","","","","","","","","","1","","","",""
"group_4675","","hypothetical protein",3,"","","","","","","","1","1","1","","","","","","","1","1","","","","","","","","","","","","","","1","","","",""
"group_8008","","hypothetical protein",3,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","1","","","","","","","","","","1","1","","","","","","","","",""
"group_8137","folC_1","folylpolyglutamate synthase",3,"","","","","","","","1","1","1","","","","","","","1","1","","","","","","","","","","","","","","1","","","",""
"group_91","","phage putative head morphogenesis protein SPP1 gp7 family",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_748","","hypothetical protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_930","","hypothetical protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_1042","","Phage gp6-like head-tail connector protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_2168","","conserved structural protein putative",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_718","","Lj965 prophage protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_227","","phage portal protein SPP1 family",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_1022","","prophage protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"yqbO","","TMP repeat family",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_1226","","hypothetical protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_756","","prophage protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_815","","Phage protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_407","","phage terminase large subunit",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
