"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","14410_4#72","14410_4#74","14410_5#60","14410_6#11","14410_6#58","14410_7#7","14410_7#84","14520_4#33","14520_4#4","14520_4#48","14520_5#23","14520_5#55","14520_5#6","14520_5#61","14520_5#67","14520_5#7","14520_5#84","14520_5#85","14520_5#93","14520_5#94","14520_7#20","14520_7#23","14520_7#59","15531_4#69","15531_4#70","15531_5#70","15531_5#71","15531_5#81","15531_5#87","15531_6#13","15531_6#3","15531_6#90","15531_7#3","15531_7#30","15531_7#39","15873_2#17","15873_2#38","15873_2#4","15873_2#52","15873_2#53","15873_2#78","15873_3#1","15873_3#34","15873_3#35","15873_3#40","15873_3#68","15873_3#79","15873_4#61","15873_4#63","15873_4#74","15873_4#77","15873_5#10","15873_5#15","15873_5#81","15873_5#85","16399_5#12","16399_5#16","16399_5#49","16399_5#63","16399_5#69","16399_5#70","16399_5#73","16399_5#75","16399_5#80","16399_6#10","16399_6#11","16399_6#13","16399_6#35","16399_6#51","16399_6#56","16399_6#58","16399_6#63","16399_6#8","16399_7#3","16399_7#59","16453_2#7","17138_5#4","17428_8#113","17428_8#150","17428_8#166","17428_8#168","17428_8#171","17794_7#107","17794_7#93","17794_8#118","17794_8#5","19183_3#4","19183_3#47"
"group_581","","hypothetical protein",71,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","1","1","","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","1","1","","1"
"blpO_1","","bacteriocin BlpO",66,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","1","1","","1","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","1","","1","",""
"group_392","","hypothetical protein",65,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","","1","1","","","1","1","1","1","1","","1","1","","1","1","1","1","1","1","1","1","1","","","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","","","1","1","1","","1","","","","1","","1","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_310","","hypothetical protein",65,"","","","","","","","1","1","1","1","1","","1","1","","","1","1","1","1","1","","1","1","","1","1","1","1","1","1","1","1","1","","","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","","","1","1","1","","1","","","","1","","1","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"lytA_5","","phage holin LL-H family",65,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","1","","1","1","","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1"
"lytA_3","","phage protein",65,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","1","1","","1","","","","1","1","","1","1","","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1"
"group_155","","phage protein",65,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","1","1","","1","","","","1","1","","1","1","","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1"
"pblB","","PblB",65,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","1","","1","1","","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1"
"group_703","","hypothetical protein",63,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","1","1","1","1","1","1","1","","1","","1","","","1","","","1","1","1","","","","1","1","1","1","","1","","1","1","1","1","1","","1","1","","1","","","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","","1","1","","1","1","1","1","1","",""
"asnB","","hypothetical protein",62,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","1","","","","1","1","1","1","1","1","","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","",""
"group_202","","Nicotinamide mononucleotide transporter",61,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","","","","","1","","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","1","","","","","","","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","","1","1","","1","1","1","","1","1",""
"group_624","","hypothetical protein",61,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","","","","","1","","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","1","","","","","","","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","","1","1","","1","1","1","","1","1",""
"group_91","","phage putative head morphogenesis protein SPP1 gp7 family",61,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","","1"
"group_748","","hypothetical protein",61,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","","1"
"group_930","","hypothetical protein",61,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","","1"
"group_1042","","Phage gp6-like head-tail connector protein",61,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","","1"
"group_2168","","conserved structural protein putative",61,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","","1"
"group_718","","Lj965 prophage protein",61,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","","1"
"group_227","","phage portal protein SPP1 family",61,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","","1"
"group_1022","","prophage protein",61,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","","1"
"yqbO","","TMP repeat family",61,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","","1"
"group_1226","","hypothetical protein",61,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","","1"
"group_756","","prophage protein",61,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","","1"
"group_407","","phage terminase large subunit",61,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","","1"
"group_1446","","phage terminase small subunit",61,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","","1"
"group_2190","","phage protein",61,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","","1"
"group_3105","","hypothetical protein",61,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","","","","","1","","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","1","","","","","","","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","","1","1","","1","1","1","","1","1",""
"epsG","","Cps6bQ",61,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","","","","","1","","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","1","","","","","","","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","","1","1","","1","1","1","","1","1",""
"group_5251","cap5A","capsular polysaccharide biosynthesis protein Cap5A",61,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","","","","","1","","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","1","","","","","","","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","","1","1","","1","1","1","","1","1",""
"group_5250","gspA","putative galactosyl transferase",61,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","","","","","1","","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","1","","","","","","","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","","1","1","","1","1","1","","1","1",""
"group_3090","","WciO",61,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","","","","","1","","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","1","","","","","","","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","","1","1","","1","1","1","","1","1",""
"group_4123","","hypothetical protein",61,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","","","","","1","","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","1","","","","","","","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","","1","1","","1","1","1","","1","1",""
"comC","","competence stimulating peptide 2",60,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","1","1","",""
"group_43","","phage protein",60,"","","","","","","","1","1","1","1","","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","","1"
"group_776","xerD","phage integrase",60,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","","1"
"group_459","","major tail protein",60,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","","1"
"group_567","","phage protein",60,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","","1"
"group_3012","","phage protein",60,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","","1"
"group_1387","","phage protein",60,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","","1"
"group_1083","","putative helicase",60,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","","1"
"group_1892","","phage protein",60,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","","1"
"group_1891","","hypothetical protein",60,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","","1"
"group_2485","","phage protein",60,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","","1"
"group_738","","phage protein",60,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","","1"
"group_1627","","hypothetical protein",60,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","","1"
"group_1682","","replication protein",60,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","","1"
"group_1084","","hypothetical protein",60,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","","1"
"licR_1","","IS1239 transposase",59,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","",""
"group_2052","","chlorohydrolase",59,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","",""
"tcyA_2","","ABC transporter substrate-binding lipoprotein",59,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","",""
"group_1388","","hypothetical protein",59,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","",""
"group_1448","","hypothetical protein",59,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","",""
"group_3013","","hypothetical protein",59,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","",""
"group_816","immR","phage transcriptional repressor",59,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","",""
"group_3496","","abortive infection phage resistance protein",59,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","",""
"group_2193","","translation factor",55,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","","","1","","1","1","1","1","","1","1","","1","1","",""
"group_14","","hypothetical protein",55,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","","1","1","","","1","1","","1","1","","","1","","","1","","1","","","1","1","","1","","","","1","","1","1","1","","","1","","1","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","1","1","1","","","1","","1","1","1","","1","1","1","1","","1","1","1","1","1","","","","1","1","1","1",""
"group_448","","phage protein",54,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","1","","1","","","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","","","1","","","","","","","1","1","","","1","1","","","1","1","","1","","1","1","1","","1","","","1","1","1","1","1","1","","1","1","","1","1","1","1","1","1","","1","1","1","1","1","",""
"spoT","","metal dependent phosphohydrolase HD region",53,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","","","1","","","","","","","1","1","","","1","1","","","1","1","","1","","1","1","1","","1","","","1","1","1","1","1","1","","1","1","","1","","1","1","1","1","","1","1","1","1","1","","1"
"group_2535","","phage protein",53,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","","","1","","","","","","","1","1","","","1","1","","","1","1","","1","","1","1","1","","1","","","1","1","1","1","1","1","","1","1","","1","","1","1","1","1","","1","1","1","1","1","","1"
"group_1246","","hypothetical protein",53,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","","","1","","","","","","","1","1","","","1","1","","","1","1","","1","","1","1","1","1","1","","","1","1","1","1","1","1","","1","1","","1","","1","1","1","1","","1","1","1","1","1","",""
"group_228","","hypothetical protein",52,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","1","1","","","","1","","","1","1","","","1","","","","","","1","","1","","","","1","","1","1","1","","","","","","1","","","","1","","",""
"group_1109","","gp37",52,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","","1","1","1","1","","","1","","","","","","","1","1","","","1","1","","","1","1","","1","","1","1","1","","1","","","1","1","1","1","1","1","","1","1","","1","","1","1","1","1","","1","1","1","1","1","","1"
"group_1445","","phage capsid and scaffold",52,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","","","1","","","","","","","1","1","","","1","1","","","1","1","","1","","1","1","1","","1","","","1","1","1","1","1","1","","1","1","","1","","1","1","1","1","","1","1","1","1","1","",""
"group_414","","Carbohydrate-binding family V/XII",52,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","","","1","","","","","","","1","1","","","1","1","","","1","1","","1","","1","1","1","","1","","","1","1","1","1","1","1","","1","1","","1","","1","1","1","1","","1","1","1","1","1","",""
"group_1447","","hypothetical protein",52,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","","","1","","","","","","","1","1","","","1","1","","","1","1","","1","","1","1","1","","1","","","1","1","1","1","1","1","","1","1","","1","","1","1","1","1","","1","1","1","1","1","",""
"group_2713","","phage transcriptional regulator",52,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","","1","1","1","1","","","1","","","","","","","1","1","","","1","1","","","1","1","","1","","1","1","1","1","1","","","1","1","1","1","1","1","","1","1","","1","","1","1","1","1","","1","1","1","1","1","",""
"group_2385","","phage protein",52,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","","1","1","1","1","","","1","","","","","","","1","1","","","1","1","","","1","1","","1","","1","1","1","1","1","","","1","1","1","1","1","1","","1","1","","1","","1","1","1","1","","1","1","1","1","1","",""
