"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","14410_4#24","14410_4#68","14410_6#45","14520_4#11","14520_4#26","14520_4#41","14520_4#42","14520_7#7","15531_2#83","15873_5#8","15995_2#74","16288_4#48","16288_8#87","16399_7#1","16399_7#53","16453_2#39","16453_2#46","17059_8#9","17175_6#88","17428_8#186","17794_7#35","17870_7#130","17966_5#68","17966_5#90","20925_3#22","9789_3#53","9789_3#77"
"group_165","","hypothetical protein",13,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","1","1","","","1","","","","1","1","1","1","","","","1","","","","","",""
"group_4009","","bacteriocin",12,"","","","","","","","1","1","1","","","","","","","","1","1","","1","1","","","","","","1","1","","","1","1","1","1","1","1"
"group_1096","blpO_1","bacteriocin BlpO",11,"","","","","","","","1","1","1","","","","","","","","1","1","","1","","1","","","","","1","1","","","1","1","1","","1","1"
"gutB","","L-iditol 2-dehydrogenase",11,"","","","","","","","1","1","1","","","","","","","","1","1","","1","","1","","","","","1","1","","","1","1","1","","1","1"
"group_715","","type II restriction endonuclease",11,"","","","","","","","1","1","1","","","","","","","","","1","","1","1","","","","","","1","1","","","1","1","1","1","1","1"
"spnII.interrupted.N","","type II restriction endonuclease",11,"","","","","","","","1","1","1","","","","","","","","","1","","1","1","","","","","","1","1","","","1","1","1","1","1","1"
"group_2807","","family 2 glycosyl transferase",11,"","","","","","","","1","1","1","","","","","","","","1","1","","1","","1","","","","","1","1","","","1","1","1","","1","1"
"group_943","","78-dihydro-8-oxoguanine-triphosphatase",10,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","1","1","","","1","1","","","","","","","","","1","1","1","1","1","1"
"group_656","gspA_2","glycosyltransferase",10,"","","","","","","","1","1","1","","","","","","","","1","1","","1","","","","","","","1","1","","","1","1","1","","1","1"
"group_60","","hypothetical protein",10,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","1","1","","","","","","","1","1","","","","","1","","","","","","",""
"licR_1","","IS1239 transposase",9,"","","","","","","","1","1","1","","","","","","","","","1","","1","","","","","","","1","1","","","1","1","1","","1","1"
"group_581","","hypothetical protein",9,"","","","","","","","1","1","1","","","","","","","","","1","","1","","","","","","","1","1","","","1","1","1","","1","1"
"group_671","","transposase",9,"","","","","","","","1","1","1","","","","","","","","1","1","","1","1","1","","","","","","","","","","1","","1","1","1"
"group_2143","","chromosome replication initiation protein/membrane attachment protein",9,"","","","","","","","1","1","1","","","","","","","","","1","","1","","","","","","","1","1","","","1","1","1","","1","1"
"group_1107","","hypothetical protein",9,"","","","","","","","1","1","1","","","","","","","","","1","","1","","","","","","","1","1","","","1","1","1","","1","1"
"group_2559","","Permease",9,"","","","","","","","1","1","1","","","","","","","","","1","","1","","","","","","","1","1","","","1","1","1","","1","1"
"group_1504","lysA_1","Pyridoxal dependent decarboxylase",9,"","","","","","","","1","1","1","","","","","","","","","1","","1","","","","","","","1","1","","","1","1","1","","1","1"
"epiD","","flavoprotein",9,"","","","","","","","1","1","1","","","","","","","","","1","","1","","","","","","","1","1","","","1","1","1","","1","1"
"group_2074","","transcriptional regulator",9,"","","","","","","","1","1","1","","","","","","","","","1","","1","","","","","","","1","1","","","1","1","1","","1","1"
"group_3064","","bacteriocin lactococcin 972 family",9,"","","","","","","","1","1","1","","","","","","","","1","","","1","1","","","","","","1","1","","","1","","","1","1","1"
"group_1493","hyaD_2","glycosyl transferase",9,"","","","","","","","1","1","1","","","","","","","","","1","","1","","","","","","","1","1","","","1","1","1","","1","1"
"gatA_1","","phosphoenolpyruvate-dependent sugar phosphotransferase system",9,"","","","","","","","1","1","1","","","","","","","","1","1","","","1","","","","","","","","","","1","1","1","1","1","1"
"group_4109","","hypothetical protein",9,"","","","","","","","1","1","1","","","","","","","","1","1","","","1","","","","","","","","","","1","1","1","1","1","1"
"group_4110","gatB_1","phosphotransferase system protein",9,"","","","","","","","1","1","1","","","","","","","","1","1","","","1","","","","","","","","","","1","1","1","1","1","1"
"mtnB","","class II aldolase/adducin",9,"","","","","","","","1","1","1","","","","","","","","1","1","","","1","","","","","","","","","","1","1","1","1","1","1"
"group_5276","gatC_1","PTS system galactitol-specific transporter subunit IIC",9,"","","","","","","","1","1","1","","","","","","","","1","1","","","1","","","","","","","","","","1","1","1","1","1","1"
"glpR","","regulatory protein",9,"","","","","","","","1","1","1","","","","","","","","1","1","","","1","","","","","","","","","","1","1","1","1","1","1"
"lacC","","tagatose 6-phosphate kinase",9,"","","","","","","","1","1","1","","","","","","","","1","1","","","1","","","","","","","","","","1","1","1","1","1","1"
"group_704","","hypothetical protein",9,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","1","","1","1","1","1","","","1","","","","","1","","1","","","1","","","","","","",""
"group_2478","","hypothetical protein",9,"","","","","","","","1","1","1","","1","1","","","1","1","","","1","","","","1","1","","1","","","1","","","","","","",""
"group_944","","YcfA-like protein",8,"","","","","","","","1","1","1","","","","","","","","","1","","","1","","","","","","","","","","1","1","1","1","1","1"
"group_959","","acetyltransferase",8,"","","","","","","","1","1","1","","","","","","","","1","1","","","","1","","","","","","","","","1","1","1","","1","1"
"group_428","","hypothetical protein",8,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","1","1","","","","","1","1","","1","1","","","","","","","","","","","1","1","","",""
"group_268","","phage protein",7,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","1","1","","","","","","1","","1","1","","","","","","","","","","","1","1","","",""
"group_610","","phage protein",7,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","1","1","","","","","","1","","1","1","","","","","","","","","","","1","1","","",""
"group_858","","phage protein",7,"","","","","","","","1","1","1","","1","1","","","","","","1","","1","1","","","","","","","","","","","1","1","","",""
"group_669","","hypothetical protein",7,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","","","1","1","","","","","1","","","1","","","","1","1","","","","","","","",""
"group_3030","","chlorohydrolase",7,"","","","","","","","1","1","1","1","1","","1","","1","1","","","","","","","1","","","","","","","1","","","","","",""
"group_281","","phage protein",7,"","","","","","","","1","1","1","","1","1","","","","","","1","","1","1","","","","","","","","","","","1","1","","",""
"group_2196","","HIT family protein",6,"","","","","","","","1","1","1","","","","","","","","","","","1","","","","","","","1","1","","","1","","","","1","1"
"group_2017","","prevent-host-death family protein",6,"","","","","","","","1","1","1","","","","","","","","","1","","","","","","","","","","","","","1","1","1","","1","1"
"group_1485","","hypothetical protein",6,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","","","1","1","","","","","1","","","1","","","","1","","","","","","","","",""
"hin","","site-specific recombinase/resolvase",6,"","","","","","","","1","1","1","1","","","","1","1","","","","","1","","","1","","","","1","","","","","","","","",""
"cbp5","","choline-binding protein Cbp5",6,"","","","","","","","1","1","1","","","","","","","","","1","","","","","","","","","","","","","1","1","1","","1","1"
"cpsB","","tyrosine-protein phosphatase CpsB",5,"","","","","","","","1","1","1","","","","","","","","1","","","","","1","","","","","","","","","1","","","","1","1"
"blpO_1","","bacteriocin BlpO",5,"","","","","","","","1","1","1","","1","1","","","","","","","","1","","","","","","","1","1","","","","","","","",""
"wcaJ_1","","galactosyl transferase CpsE",5,"","","","","","","","1","1","1","","","","","","","","1","","","","","1","","","","","","","","","1","","","","1","1"
"immR","","phage protein",5,"","","","","","","","1","1","1","","","","","","","","","1","","1","1","","","","","","","","","","","1","1","","",""
"group_1249","wze","capsule biosynthesis tyrosine-protein kinase Wze",5,"","","","","","","","1","1","1","","","","","","","","1","","","","","1","","","","","","","","","1","","","","1","1"
"cap5A","","capsular polysaccharide biosynthesis protein Cap5A",5,"","","","","","","","1","1","1","","","","","","","","1","","","","","1","","","","","","","","","1","","","","1","1"
"group_387","","prophage Sa05 P4 family DNA primase",5,"","","","","","","","1","1","1","","","","","","","","","1","","1","1","","","","","","","","","","","1","1","","",""
"group_1082","","phage protein",5,"","","","","","","","1","1","1","","","","","1","1","","1","","","1","1","","","","","","","","","","","","","","",""
"yhdJ_2","","phage protein",5,"","","","","","","","1","1","1","","","","","1","1","","","","","1","","","","","","","1","1","","","","","","","",""
"group_966","","phage protein",5,"","","","","","","","1","1","1","","","","","","","","","1","","1","1","","","","","","","","","","","1","1","","",""
"group_1932","","hypothetical protein",5,"","","","","","","","1","1","1","1","","","","1","1","","","","","1","","","1","","","","","","","","","","","","",""
"group_1027","","hypothetical protein",5,"","","","","","","","1","1","1","1","","","","1","1","","","","","1","","","1","","","","","","","","","","","","",""
"group_635","","hypothetical protein",5,"","","","","","","","1","1","1","","","","","","","","1","1","","1","","","","","","","","","","","","1","1","","",""
"group_2087","wchF","rhamnosyl transferase WchF",5,"","","","","","","","1","1","1","","","","","","","","","1","","","1","","","","","","","","","","","1","1","1","",""
"group_800","","phage protein",5,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","1","1","","","","","1","","","1","1","","","","","","","","","","","","","","",""
"group_3535","ispD1","2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase",5,"","","","","","","","1","1","1","","","","","","","","","1","","","1","","","","","","","","","","","1","1","1","",""
"group_4209","wefL","LicD superfamily protein",5,"","","","","","","","1","1","1","","","","","","","","","1","","","1","","","","","","","","","","","1","1","1","",""
"group_5657","rfbB","nucleotide sugar dehydratase putative",5,"","","","","","","","1","1","1","","","","","","","","","1","","","1","","","","","","","","","","","1","1","1","",""
"spsA","","cell wall biosynthesis glycosyltransferase",5,"","","","","","","","1","1","1","","","","","","","","","1","","","1","","","","","","","","","","","1","1","1","",""
"group_5659","","Glycosyl transferase family 2",5,"","","","","","","","1","1","1","","","","","","","","","1","","","1","","","","","","","","","","","1","1","1","",""
"group_7713","","hypothetical protein",5,"","","","","","","","1","1","1","","","","","","","","","1","","","1","","","","","","","","","","","1","1","1","",""
"group_3627","","mobile genetic element",5,"","","","","","","","1","1","1","","","","","","","","","1","","","1","","","","","","","","","","","1","1","1","",""
"group_9035","wzx","polysaccharide flippase transporter",5,"","","","","","","","1","1","1","","","","","","","","","1","","","1","","","","","","","","","","","1","1","1","",""
"group_608","ydaF_5","shikimate kinase",4,"","","","","","","","1","1","1","","","","","","","","1","","","","1","1","","","","","","","","","","","","1","",""
"group_1209","ycjP_1","transmembrane permease MsmG",4,"","","","","","","","1","1","1","","","","","","","","1","","","","1","1","","","","","","","","","","","","1","",""
"yesO_3","","ABC transporter substrate-binding protein",4,"","","","","","","","1","1","1","","","","","","","","1","","","","1","1","","","","","","","","","","","","1","",""
"group_1412","ugpA_2","ABC transporter permease",4,"","","","","","","","1","1","1","","","","","","","","1","","","","1","1","","","","","","","","","","","","1","",""
"scrR","","sucrose operon repressor (scr operon regulatory protein)",4,"","","","","","","","1","1","1","","","","","","","","1","","","","1","1","","","","","","","","","","","","1","",""
"group_1252","","hypothetical protein",4,"","","","","","","","1","1","1","","","","","","","","1","","","","1","1","","","","","","","","","","","","1","",""
"group_891","xerD","integrase",4,"","","","","","","","1","1","1","","","","","","","","","","","1","","","","","","","1","1","","","1","","","","",""
"group_1288","","helix-turn-helix domain-containing protein",4,"","","","","","","","1","1","1","","","","","","","","1","","","","1","1","","","","","","","","","","","","1","",""
"group_904","","phage protein",4,"","","","","","","","1","1","1","","1","1","","","","","","","","1","1","","","","","","","","","","","","","","",""
"group_221","Int-Tn_2","integrase",4,"","","","","","","","1","1","1","","1","1","","","","","","","","1","1","","","","","","","","","","","","","","",""
"group_123","ssb","phage protein",4,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","1","1","","","","","1","","","","","","","1","","","","","","","","",""
"group_1407","","holliday junction resolvase",4,"","","","","","","","1","1","1","","","","","1","1","","","","","1","","","","","","","1","","","","","","","","",""
"group_374","","phage protein",4,"","","","","","","","1","1","1","","","","","1","1","","","","","1","","","","","","","1","","","","","","","","",""
"group_1101","ssb","single-strand binding protein family",4,"","","","","","","","1","1","1","","","","","1","1","","","","","1","","","","","","","1","","","","","","","","",""
"group_693","","hypothetical protein",4,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","1","1","","","","","1","","","","","","","1","","","","","","","","",""
"group_903","","hypothetical protein",4,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","1","1","","","","","1","","","","","","","1","","","","","","","","",""
"group_1581","","hypothetical protein",4,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","1","","","","","","","1","1","","","1","","","","",""
"group_3431","","hypothetical protein",4,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","1","1","","","","","1","","","","","","","1","","","","","","","","",""
"group_831","","phage protein",4,"","","","","","","","1","1","1","","","","","","","","","","","1","","","","","","","1","1","","","1","","","","",""
"group_766","","phage protein",4,"","","","","","","","1","1","1","","","","","","","","","","","1","","","","","","","1","1","","","1","","","","",""
"group_994","","transcriptional regulator",4,"","","","","","","","1","1","1","","1","1","","","","","","","","1","1","","","","","","","","","","","","","","",""
"group_1203","","bifunctional S24 family peptidase/transcriptional regulator",4,"","","","","","","","1","1","1","","1","1","","","","","","","","1","1","","","","","","","","","","","","","","",""
"group_1352","","phage protein",4,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","1","1","","","","","","","","","","","","","","1","1","","",""
"group_790","","hypothetical protein",4,"","","","","","","","1","1","1","","","","","1","1","","","","","1","","","","","","","1","","","","","","","","",""
"group_2342","","hypothetical protein",4,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","1","1","","1","","","1","","","","","","","","","","","","","","","",""
"group_1250","","hypothetical protein",4,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","1","1","","","","","","","","1","1","","","","","","","","","","","","","","",""
"group_1198","","hypothetical protein",4,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","1","1","","","","","","","","","","","","","","1","1","","",""
"group_3456","","hypothetical protein",4,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","1","1","","","","","","","","","","","","","","1","1","","",""
"group_1287","immR","cI repressor",4,"","","","","","","","1","1","1","1","","","","","","","","","","","","","1","","","","1","1","","","","","","","",""
"hsdM2","","type I restriction-modification system methylation subunit",4,"","","","","","","","1","1","1","","","","","","","","","1","","","","","","","","","","1","","","","1","1","","",""
"group_1747","","hypothetical protein",4,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","1","1","","","","","","","","","","","","","","1","1","","",""
"group_2543","","hypothetical protein",4,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","1","1","","","","","","","","","","","","","","1","1","","",""
"group_5542","","subtilisin-like serine protease",4,"","","","","","","","1","1","1","","","","","","","","1","","","","1","1","","","","","","","","","","","","1","",""
"group_2636","","hypothetical protein",4,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","1","","","","1","1","","","","","","","","","","","","1","",""
"group_5444","","IS5 family transposase",4,"","","","","","","","1","1","1","","","","","","","","1","","","","1","1","","","","","","","","","","","","1","",""
"group_5445","","IS5 family transposase",4,"","","","","","","","1","1","1","","","","","","","","1","","","","1","1","","","","","","","","","","","","1","",""
"tnp1198","","IS1198 transposase",4,"","","","","","","","1","1","1","","","","","","","","1","","","","1","1","","","","","","","","","","","","1","",""
"group_5447","","transporter major facilitator family",4,"","","","","","","","1","1","1","","","","","","","","1","","","","1","1","","","","","","","","","","","","1","",""
"group_34","","transposase ISSmi4",3,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1"
"group_301","","lanthionine synthetase C-like protein",3,"","","","","","","","1","1","1","","","","","","","","","","","1","","","","","","","1","1","","","","","","","",""
"galU","","UTP-glucose-1-phosphate uridylyltransferase",3,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1"
"int","","phage integrase family integrase/recombinase",3,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1"
"Int.Tn_2","","DNA-binding protein",3,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","","","1","1","","","","","1","","",""
"group_1722","","acetyltransferase",3,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1"
"group_840","","FIG00627334: hypothetical protein",3,"","","","","","","","1","1","1","","","","","","","","1","","","","","1","","","","","","","","","","","","1","",""
"group_53","sulB","dihydrofolate synthetase",3,"","","","","","","","1","1","1","","","","","","","","","","","1","","","","","","","1","1","","","","","","","",""
"group_716","","transcriptional regulator protein",3,"","","","","","","","1","1","1","","","","","","","","1","","","","","1","","","","","","","","","","","","1","",""
"group_3458","","FIG00627241: hypothetical protein",3,"","","","","","","","1","1","1","","","","","","","","1","","","","","1","","","","","","","","","","","","1","",""
"group_412","","Tn916 ORF15 signal peptide containing protein",3,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","1","","","","","1","","","","","","","","","","","","1","",""
"group_1199","","putative conjugative transposon protein",3,"","","","","","","","1","1","1","","","","","","","","1","","","","","1","","","","","","","","","","","","1","",""
"ftsK_1","","FIG00628088: hypothetical protein",3,"","","","","","","","1","1","1","","","","","","","","1","","","","","1","","","","","","","","","","","","1","",""
"group_3083","","FIG086557: Conjugation related protein",3,"","","","","","","","1","1","1","","","","","","","","1","","","","","1","","","","","","","","","","","","1","",""
"group_1749","","Antirestriction protein",3,"","","","","","","","1","1","1","","","","","","","","1","","","","","1","","","","","","","","","","","","1","",""
"iap","","lipoprotein NLP/P60 family",3,"","","","","","","","1","1","1","","","","","","","","1","","","","","1","","","","","","","","","","","","1","",""
"group_1356","","hypothetical protein",3,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","1","","","","1","","","","","","","","","","","1","","",""
"group_2776","","Tn916 hypothetical protein",3,"","","","","","","","1","1","1","","","","","","","","1","","","","","1","","","","","","","","","","","","1","",""
"tetM","","tetracycline resistance protein TetM",3,"","","","","","","","1","1","1","","","","","","","","1","","","","","1","","","","","","","","","","","","1","",""
"group_2064","","Mobile element protein",3,"","","","","","","","1","1","1","","","","","","","","1","","","","","1","","","","","","","","","","","","1","",""
"group_2214","","Tn916 hypothetical protein",3,"","","","","","","","1","1","1","","","","","","","","1","","","","","1","","","","","","","","","","","","1","",""
"group_1303","Int-Tn_2","Mobile element protein",3,"","","","","","","","1","1","1","","","","","","","","1","","","","","1","","","","","","","","","","","","1","",""
"group_2544","","Tn916 hypothetical protein",3,"","","","","","","","1","1","1","","","","","","","","1","","","","","1","","","","","","","","","","","","1","",""
"group_2063","","FIG00630611: hypothetical protein",3,"","","","","","","","1","1","1","","","","","","","","1","","","","","1","","","","","","","","","","","","1","",""
"spoT","","metal dependent phosphohydrolase HD region",3,"","","","","","","","1","1","1","","","","","","","","","","","1","1","","","","","","1","","","","","","","","",""
"group_2535","","phage protein",3,"","","","","","","","1","1","1","","","","","","","","","","","1","1","","","","","","1","","","","","","","","",""
"group_326","","phage antirepressor protein",3,"","","","","","","","1","1","1","","","","","1","1","","","","","1","","","","","","","","","","","","","","","",""
"group_1109","","gp37",3,"","","","","","","","1","1","1","","","","","","1","","1","","","1","","","","","","","","","","","","","","","",""
"group_1445","","phage capsid and scaffold",3,"","","","","","","","1","1","1","","","","","","","","1","","","","1","","","","","","1","","","","","","","","",""
"group_414","","Carbohydrate-binding family V/XII",3,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","1","","","","1","","","","","","1","","","","","","","","",""
"group_2059","","GNAT family acetyltransferase",3,"","","","","","","","1","1","1","","","","","","","","","","","1","","","","","","","1","1","","","","","","","",""
"cpsG","","putative LicD-family phosphotransferase wchP",3,"","","","","","","","1","1","1","","","","","","","","","","","1","","","","","","","1","1","","","","","","","",""
"wciA","","phosphotransferase",3,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1"
"wchY","","glycerol-2-phosphate dehydrogenase WchY",3,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1"
"wchZ","","nucleotidyl transferase WchZ",3,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1"
"group_124","","phage protein",3,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","1","","","","","","","","","","","1","","1","","",""
"bet","","phage recombination protein Bet",3,"","","","","","","","1","1","1","","","","","1","1","","","","","","","","","","","","1","","","","","","","","",""
"wchX","","glycerol phosphotransferase WchX",3,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1"
"group_528","Int-Tn_1","phage integrase: site-specific recombinase",3,"","","","","","","","1","1","1","","","","","","","","","1","","","","","","","","","","","","","","1","1","","",""
"group_2218","","hypothetical protein",3,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","1","1","","","","","","","","","","","","1","","","","","","","","",""
"group_2756","","hypothetical protein",3,"","","","","","","","1","1","1","","","","","1","1","","","","","","","","","","","","1","","","","","","","","",""
"group_3433","","hypothetical protein",3,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","","","","","","","","","1","","","1","","","","","","","","","","","","",""
"erm","","erythromycin ribosome methylase",3,"","","","","","","","1","1","1","","","","","","","","1","","","","","1","","","","","","","","","","","","1","",""
"group_2553","","helix-turn-helix family protein",3,"","","","","","","","1","1","1","","","","","1","1","","","","","1","","","","","","","","","","","","","","","",""
"group_223","dltC","hypothetical protein",3,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","1","","","","","","","","","","","1","","","","","","","","1","","","","",""
"group_2755","","hypothetical protein",3,"","","","","","","","1","1","1","","","","","1","1","","","","","1","","","","","","","","","","","","","","","",""
"group_2213","","hypothetical protein",3,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","1","","","","","","","","","","","","","","1","1","","",""
"group_2259","","hypothetical protein",3,"","","","","","","","1","1","1","","","","","","","","","","","1","","","","","","","1","1","","","","","","","",""
"group_1964","","Fic protein family",3,"","","","","","","","1","1","1","","1","1","","","","","","","","","1","","","","","","","","","","","","","","",""
"wchF","","rhamnosyl transferase WchF",3,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1"
"wchV","","glycosyltransferase WchA",3,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1"
"wzx","","capsule biosynthesis repeating unit flippase Wzx",3,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1"
"wchW","","glycosyltransferase WchW",3,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1"
"group_2370","","transcriptional modulator of MazE/toxin MazF",3,"","","","","","","","1","1","1","","","","","1","1","","","","","1","","","","","","","","","","","","","","","",""
"cpsF","","UDP-N-acetyl-D-mannosamine transferase wchO",3,"","","","","","","","1","1","1","","","","","","","","","","","1","","","","","","","1","1","","","","","","","",""
"group_4079","wzy","oligosaccharide repeat unit polymerase Wzy",3,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1"
"group_1963","","hypothetical protein",3,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","1","","","","","","","","","","","","","","1","1","","",""
"group_2745","","Gp21 protein",3,"","","","","","","","1","1","1","","","","","","","","","1","","","","","","","","","","","","","","1","1","","",""
"group_246","","chlorohydrolase",3,"","","","","","","","1","1","1","","","","","","","","","","","1","","","","","","","1","1","","","","","","","",""
"group_3284","","phage protein",3,"","","","","","","","1","1","1","","","","","1","1","","","","","1","","","","","","","","","","","","","","","",""
"group_413","","Protein of unknown function (DUF3278)",3,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1"
"group_3474","","hypothetical protein",3,"","","","","","","","1","1","1","","","","","1","1","","","","","","","","","","","","1","","","","","","","","",""
"group_2071","","hypothetical protein",3,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","1","1","","","","","","","","","1","","","","","","","","","","","","","","",""
"group_4099","","FIG01114328: hypothetical protein",3,"","","","","","","","1","1","1","","1","1","","","","","","","","","1","","","","","","","","","","","","","","",""
"group_5299","","Phage protein",3,"","","","","","","","1","1","1","","","","","","","","","1","","","","","","","","","","","","","","1","1","","",""
"group_3465","","hypothetical protein",3,"","","","","","","","1","1","1","","","","","","","","","1","","","","","","","","","","","","","","1","1","","",""
"group_1611","","FIG01118889: hypothetical protein",3,"","","","","","","","1","1","1","","","","","1","1","","","","","1","","","","","","","","","","","","","","","",""
"group_6376","","repressor-related protein",3,"","","","","","","","1","1","1","","","","","","","","","1","","","","","","","","","","","","","","1","1","","",""
"group_6522","","hypothetical protein",3,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1"
"group_6401","mnaA","UDP-N-acetylglucosamine 2-epimerase",3,"","","","","","","","1","1","1","","","","","","","","","","","1","","","","","","","1","1","","","","","","","",""
"group_6377","","Cro/CI family transcriptional regulator",3,"","","","","","","","1","1","1","","","","","","","","","1","","","","","","","","","","","","","","1","1","","",""
"group_6395","cpsH","putative rhamnosyl transferase wchQ",3,"","","","","","","","1","1","1","","","","","","","","","","","1","","","","","","","1","1","","","","","","","",""
"group_6396","","glycosyltransferase",3,"","","","","","","","1","1","1","","","","","","","","","","","1","","","","","","","1","1","","","","","","","",""
