"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","11511_7#19","11511_7#23","11511_7#24","11511_7#26","11511_7#3","11511_7#53","11511_7#55","11511_7#64","11511_7#69","11511_7#77","11511_7#83","11657_1#79","11657_2#12","11657_2#53","11657_2#58","11657_2#83","11658_1#18","11822_1#28","11822_1#30","11822_1#33","11822_1#40","11822_1#42","11822_1#45","11822_1#52","11822_1#68","11822_1#89","11826_1#14","11826_1#17","11826_1#19","11826_1#34","11826_1#68","11893_8#4","12291_5#25","13414_4#19","13414_4#20","13414_4#25","13414_8#68","14673_1#22","14673_1#23","14673_1#9","14673_2#20","14673_2#65","14673_2#71","14673_2#82","14673_3#18","14673_3#26","15608_2#30","15608_2#33","15608_2#39","15608_2#60","15608_2#67","15608_2#72","15608_3#16","15608_3#6","15608_3#7","15608_3#92","15682_2#3","15682_2#65","16043_2#88","18090_2#167","19084_8#152","19341_2#103","21053_8#158","22027_1#127","22027_1#52","22667_8#43","22841_3#25"
"group_3498","","hypothetical protein",40,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","","","","1","1","1","","","","","1","","1","","","1","1","1","1","1","1","1","1","","","1","","1","1","","","1","1","1","1","1","1","1","","1","1","1","","1","1","1","","","","1","1","1","","1","","1","","","","","","1","1","1","1"
"group_1497","","hypothetical protein",40,"","","","","","","","1","1","1","1","1","","","","1","1","1","","","","","1","1","1","1","","1","1","1","1","1","1","","1","","","1","","1","1","","","1","1","1","1","1","1","1","","1","1","1","","1","1","1","","","","1","1","1","","1","","1","","","","","","1","","1","1"
"lagD_1","","Membrane protein",39,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","1","1","1","1","","","1","1","1","1","","1","","1","1","1","","","1","","1","1","","1","","1","","1","1","","","","1","1","1","","1","","1","1","","1","","","","","1","1","1","","1","1","","1","","","1","1","1","1","1","1","1","",""
"group_218","","hypothetical protein",39,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","1","1","1","1","","","1","1","1","1","","1","","1","1","1","","","1","","1","1","","1","","1","","1","1","","","","1","1","1","","1","","1","1","","1","","","","","1","1","1","","1","1","","1","","","1","1","1","1","1","1","1","",""
"group_118","","hypothetical protein",38,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","1","1","","1","","","1","1","1","1","","1","","1","1","1","","","1","","1","1","","1","","1","","1","1","","","","1","1","1","","1","","1","1","","1","","","","","1","1","1","","1","1","","1","","","1","1","1","1","1","1","1","",""
"group_427","","Leader peptidase",38,"","","","","","","","1","1","1","","","1","1","","1","","","1","1","1","1","","1","","1","1","1","","","1","","1","1","","1","","1","","1","1","","","","1","1","1","","1","","1","1","","1","","","","","1","1","1","","1","1","","1","","","1","1","1","1","1","1","1","",""
"group_949","","Membrane protein",38,"","","","","","","","1","1","1","","","1","1","","1","","","1","1","1","1","","1","","1","1","1","","","1","","1","1","","1","","1","","1","1","","","","1","1","1","","1","","1","1","","1","","","","","1","1","1","","1","1","","1","","","1","1","1","1","1","1","1","",""
"group_459","","major tail protein",38,"","","","","","","","1","1","1","1","1","","1","","","1","1","","","","","1","","1","1","1","","1","1","1","1","1","1","1","","","1","","1","1","","","1","","","","1","","1","","1","1","","1","1","1","1","","","","","1","1","1","1","","1","","","1","","","1","1","1","1"
"group_3433","","hypothetical protein",38,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","","","","1","1","1","","1","","","","1","1","1","","1","1","1","","1","1","","","","","1","1","1","1","","","1","1","1","1","1","1","1","","1","1","1","","1","1","","","","","1","","1","","1","","1","","","","","","1","1","1","1"
"group_1423","","bacteriophage pi2 protein 40",37,"","","","","","","","1","1","1","","","1","","","","","","","","","1","1","","1","","","","1","","","1","","","1","1","1","","1","","","1","1","1","","1","1","1","1","1","","","1","","1","1","","1","1","","1","1","","1","1","","","1","1","1","1","1","1","1","1","1","1"
"group_693","","hypothetical protein",37,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","","1","","1","1","1","","1","","","1","1","","","1","1","","1","1","1","","1","1","","","1","1","1","1","1","","","","","1","","1","","","","","","1","1","1","1","1","","","1","1","","1","","","1","","","1","","","1","1","1","1"
"group_1359","","phage protein",37,"","","","","","","","1","1","1","","","1","","","","","","","","","1","1","","1","","","","1","","","1","","","1","1","1","","1","","","1","1","1","","1","1","1","1","1","","","1","","1","1","","1","1","","1","1","","1","1","","","1","1","1","1","1","1","1","1","1","1"
"group_1110","","bacteriophage terminase",37,"","","","","","","","1","1","1","","","1","","","","","","","","","1","1","","1","","","","1","","","1","","","1","1","1","","1","","","1","1","1","","1","1","1","1","1","","","1","","1","1","","1","1","","1","1","","1","1","","","1","1","1","1","1","1","1","1","1","1"
"group_621","yqbO","prophage LambdaSa04 tail tape measure protein TP901 family",37,"","","","","","","","1","1","1","","","1","","","","","","","","","1","1","","1","","","","1","","","1","","","1","1","1","","1","","","1","1","1","","1","1","1","1","1","","","1","","1","1","","1","1","","1","1","","1","1","","","1","1","1","1","1","1","1","1","1","1"
"group_1953","","bacteriophage transcriptional activator",37,"","","","","","","","1","1","1","","","1","","","","","","","","","1","1","","1","","","","1","","","1","","","1","1","1","","1","","","1","1","1","","1","1","1","1","1","","","1","","1","1","","1","1","","1","1","","1","1","","","1","1","1","1","1","1","1","1","1","1"
"group_3114","","bacteriophage terminase protein small subunit",37,"","","","","","","","1","1","1","","","1","","","","","","","","","1","1","","1","","","","1","","","1","","","1","1","1","","1","","","1","1","1","","1","1","1","1","1","","","1","","1","1","","1","1","","1","1","","1","1","","","1","1","1","1","1","1","1","1","1","1"
"group_2078","","prophage LambdaSa2 site-specific recombinase phage integrase family",37,"","","","","","","","1","1","1","","","1","","","","","","","","","1","1","","1","","","","1","","","1","","","1","1","1","","1","","","1","1","1","","1","1","1","1","1","","","1","","1","1","","1","1","","1","1","","1","1","","","1","1","1","1","1","1","1","1","1","1"
"group_2408","","Cro/CI family phage transcriptional regulator",37,"","","","","","","","1","1","1","1","1","","1","","1","1","1","","1","","","","1","1","","","1","1","1","","","1","","","","","1","","1","1","1","","1","1","1","1","1","1","1","","1","1","1","","1","1","","","","","1","","1","","1","","1","","","1","","","1","","1","1"
"group_1668","","portal protein",36,"","","","","","","","1","1","1","","","1","","","","","","","","","1","1","","1","","","","1","","","1","","","1","1","1","","1","","","1","1","1","","1","1","1","1","1","","","1","","1","1","","1","1","","1","1","","1","1","","","1","1","1","1","1","","1","1","1","1"
"group_2372","","bacteriophage maturation protease",36,"","","","","","","","1","1","1","","","1","","","","","","","","","1","1","","1","","","","1","","","1","","","1","1","1","","1","","","1","1","1","","1","1","1","1","1","","","1","","1","1","","1","1","","1","1","","1","1","","","1","1","1","1","1","","1","1","1","1"
"group_3115","","phage protein",36,"","","","","","","","1","1","1","","","1","","","","","","","","","1","1","","1","","","","1","","","1","","","1","1","1","","1","","","1","1","1","","1","1","1","1","1","","","1","","1","1","","1","1","","1","1","","1","1","","","1","1","1","1","1","","1","1","1","1"
"group_1445","","phage capsid and scaffold",36,"","","","","","","","1","1","1","1","1","","1","","1","","1","","1","","","","1","1","1","1","1","1","1","","","1","1","","","","1","","1","","1","","1","1","1","","1","1","1","","1","1","1","1","1","","","1","","","1","1","1","1","1","","","","","1","","","","","",""
"group_414","","Carbohydrate-binding family V/XII",36,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","","1","","1","1","1","","1","","","","1","1","1","1","1","1","1","","","1","1","","","","1","","1","","1","","1","1","1","","1","1","1","","1","1","1","1","","","","1","","","1","1","1","1","1","","","","","1","","","","","",""
"group_2575","","bacteriophage pi2 protein 36",36,"","","","","","","","1","1","1","","","1","","","","","","","","","1","1","","1","","","","1","","","1","","","1","1","1","","1","","","1","1","1","","1","1","1","1","1","","","1","","1","1","","1","1","","1","1","","1","1","","","1","1","1","1","1","","1","1","1","1"
"group_2085","","bacteriophage nuclease",36,"","","","","","","","1","1","1","","","1","","","","","","","","","1","1","","1","","","","1","","","1","","","1","1","1","","1","","","1","1","1","","1","1","1","1","1","","","1","","1","1","","1","1","","1","1","","1","1","","","1","1","1","1","1","","1","1","1","1"
"group_5314","","gp9",36,"","","","","","","","1","1","1","","","1","","","","","","","","","1","1","","1","","","","1","","","1","","","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","","","1","","1","1","","1","1","","1","1","","1","1","","","","1","1","1","1","","1","1","1","1"
"group_2342","","hypothetical protein",36,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","","","","1","1","1","","1","","","","1","1","1","","1","1","1","","","1","","","","","1","1","1","1","","","1","1","1","1","1","1","1","","1","1","1","","1","1","","","","","1","","1","","1","","1","","","","","","1","","1","1"
"group_448","","phage protein",36,"","","","","","","","1","1","1","","","1","1","","","","","","","","1","1","","1","","","","1","","","1","","","1","1","1","","1","","","1","1","1","","1","1","1","1","1","","","1","","1","1","","1","1","","1","1","","1","1","","","","1","1","1","1","","1","1","1","1"
"group_3432","","phage replication protein",36,"","","","","","","","1","1","1","1","1","","","","1","1","1","","1","","","","1","1","1","","1","1","1","","","1","","","","","1","","1","1","","","1","1","1","1","1","1","1","","1","1","1","","1","1","","","","","1","","1","","1","","1","","","","","","1","1","1","1"
"group_4164","","Phage protein",36,"","","","","","","","1","1","1","","","1","","","","","","","","","1","1","","1","","","","1","","","1","","","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","","","1","","1","1","","1","1","","1","1","","1","1","","","","1","1","1","1","","1","1","1","1"
"group_3128","","Phage protein",36,"","","","","","","","1","1","1","","","1","","","","","","","","","1","1","","1","","","","1","","","1","","","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","","","1","","1","1","","1","1","","1","1","","1","1","","","","1","1","1","1","","1","1","1","1"
"group_2851","","phage major tail protein",36,"","","","","","","","1","1","1","","","1","","","","","","","","","1","1","","1","","","","1","","","1","","","1","1","1","","1","","","1","1","1","","1","1","1","1","1","","","1","","1","1","","1","1","","1","1","","1","1","","","","1","1","1","1","1","1","1","1","1"
"group_2850","","bacteriophage pi2 protein 38",36,"","","","","","","","1","1","1","","","1","","","","","","","","","1","1","","1","","","","1","","","1","","","1","1","1","","1","","","1","1","1","","1","1","1","1","1","","","1","","1","1","","1","1","","1","1","","1","1","","","","1","1","1","1","1","1","1","1","1"
"group_439","lagD_1","Bacteriocin ABC transoporter",35,"","","","","","","","1","1","1","","","1","1","1","1","","","1","","1","","","1","","1","1","1","","","1","1","1","1","","","","1","","1","1","","","","1","1","1","","1","","1","1","","1","","","","","1","1","1","","1","1","","1","","","","1","1","1","","1","1","",""
"group_1667","","putative phage DNA binding protein",35,"","","","","","","","1","1","1","","","1","","","","","","","","","1","1","","1","","","","1","","","1","","","1","1","1","","1","","","1","1","1","","1","1","1","1","1","","","1","","1","1","","1","1","","1","1","","1","1","","","","1","1","1","1","","1","1","1","1"
"group_2795","","DNA complete genome",35,"","","","","","","","1","1","1","1","1","","","","","1","1","","","","","1","1","1","1","","1","1","1","1","","1","","1","","","1","","1","","","","1","1","1","","1","1","1","","1","1","1","","1","1","1","","","","1","1","1","","","","","","","","","","1","1","1","1"
"group_4197","","putative phage DNA binding protein",35,"","","","","","","","1","1","1","","","1","","","","","","","","","1","1","","1","","","","1","","","1","","","1","1","1","","1","","","1","1","1","","1","1","1","1","1","","","1","","1","1","","1","1","","1","1","","1","1","","","","1","1","1","1","","1","1","1","1"
"group_1764","","phage membrane protein",35,"","","","","","","","1","1","1","","","1","","","","","","","","","1","1","","1","","","","1","","","1","","","1","1","1","","1","","","1","1","1","","1","1","1","1","1","","","1","","1","1","","1","1","","1","1","","1","1","","","","1","1","1","1","","1","1","1","1"
"group_2585","","hypothetical protein",35,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","1","","","","","","","","","1","1","","1","","","","1","","","1","","","1","1","1","","1","","","1","1","1","","1","1","1","1","1","","","1","","1","1","","1","1","","1","1","","1","1","","","","1","1","1","1","","1","1","1","1"
"group_3479","","phage protein",35,"","","","","","","","1","1","1","","","1","","","","","","","","","1","1","","1","","","","1","","","1","","","1","1","1","","1","","","1","1","1","","1","1","1","1","1","","","1","","1","1","","1","1","","1","1","","1","1","","","","1","1","1","1","","1","1","1","1"
"group_5350","","prophage pi2 protein 37",35,"","","","","","","","1","1","1","","","1","","","","","","","","","1","1","","1","","","","1","","","1","","","1","1","1","","1","","","1","1","1","","1","1","1","1","1","","","1","","1","1","","1","1","","1","1","","1","1","","","","1","1","1","1","","1","1","1","1"
"group_2810","","phage protein",35,"","","","","","","","1","1","1","","","1","","","","","","","","","1","1","","1","","","","1","","","1","","","1","1","1","","1","","","1","1","1","","1","1","1","1","1","","","1","","1","1","","1","1","","1","1","","1","1","","","","1","1","1","1","","1","1","1","1"
"group_3127","","phage protein",35,"","","","","","","","1","1","1","","","1","","","","","","","","","1","1","","1","","","","1","","","1","","","1","1","1","","1","","","1","1","1","","1","1","1","1","1","","","1","","1","1","","1","1","","1","1","","1","1","","","","1","1","1","1","","1","1","1","1"
"group_2105","","Capsid protein",35,"","","","","","","","1","1","1","","","1","","","","","","","","","1","1","","1","","","","1","","","1","","","1","1","1","","1","","","1","1","1","","1","1","1","1","1","","","1","","1","1","","1","1","","1","1","","1","1","","","","1","1","1","1","","1","1","1","1"
"group_4052","","hypothetical protein",35,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","","1","","","1","1","","1","","","1","1","1","","1","1","1","1","","","1","1","1","","","1","","1","","1","","1","1","1","1","1","","1","","1","1","1","","1","","1","1","","","1","1","1","1","","","","","","","","","","","",""
"lexA","","phage transcriptional repressor",35,"","","","","","","","1","1","1","1","1","","","","1","1","1","","1","","","","1","1","","","1","1","1","","1","1","","","","","1","","1","1","","","1","1","1","1","1","1","1","","1","1","1","","1","1","","","","","1","","1","","1","","1","","","","","","1","","1","1"
"group_2573","","hypothetical protein",35,"","","","","","","","1","1","1","","","1","","","","","","","","","1","1","","1","","","","1","","","1","","","1","1","1","","1","","","1","1","1","","1","1","1","1","1","","","1","","1","1","","1","1","","1","1","","1","1","","","","1","1","1","1","","1","1","1","1"
"group_2849","","putative phage-associated protein",35,"","","","","","","","1","1","1","","","1","","","","","","","","","1","1","","1","","","","1","","","1","","","1","1","1","","1","","","1","1","1","","1","1","1","1","1","","","1","","1","1","","1","1","","1","1","","1","1","","","","1","1","1","1","","1","1","1","1"
"group_5594","","phage protein",35,"","","","","","","","1","1","1","","","1","","","","","","","","","1","1","","1","","","","1","","","1","","","1","1","1","","1","","","1","1","1","","1","1","1","1","1","","","1","","1","1","","1","1","","1","1","","1","1","","","","1","1","1","1","","1","1","1","1"
"group_2254","","hypothetical protein",34,"","","","","","","","1","1","1","1","1","","","","1","1","1","","1","","","","1","1","","","1","1","1","","","1","","","","","1","","1","1","","","1","1","1","1","1","1","1","","1","1","1","","1","1","","","","","1","","1","","1","","1","","","","","","1","","1","1"
"group_2604","","ParB-like nuclease domain",34,"","","","","","","","1","1","1","1","1","","","","1","1","1","","1","","","","1","1","","","1","1","1","","","1","","","","","1","","1","1","","","1","1","1","1","1","1","1","","1","1","1","","1","1","","","","","1","","1","","1","","1","","","","","","1","","1","1"
"group_2443","hin","INT",34,"","","","","","","","1","1","1","1","1","","","","1","1","1","","1","","","","1","1","","","1","1","1","","","1","","","","","1","","1","1","","","1","1","1","1","1","1","1","","1","1","1","","1","1","","","","","1","","1","","1","","1","","","","","","1","","1","1"
"group_3592","","hypothetical protein",34,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","","","","1","1","1","","1","","","","1","1","","","1","1","1","","","1","","","","","1","","1","1","","","1","1","1","1","1","1","1","","1","1","1","","1","1","","","","","1","","1","","1","","1","","","","","","1","","1","1"
"group_2057","","hypothetical protein",33,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","1","1","","1","","","1","","1","","","1","","1","1","1","","","1","","1","1","","","","1","","1","1","","","","1","1","1","","1","","1","1","","1","","","","","1","1","1","","1","1","","1","","","","1","1","1","","1","1","",""
"group_672","","Secreted protein",33,"","","","","","","","1","1","1","","","1","1","","1","","","1","","1","","","1","","1","1","1","","","1","","1","1","","","","1","","1","1","","","","1","1","1","","1","","1","1","","1","","","","","1","1","1","","1","1","","1","","","","1","1","1","","1","1","",""
"group_2754","bet","phage recombination protein Bet",32,"","","","","","","","1","1","1","1","1","","","","1","1","","","1","","","","1","1","1","","1","1","","","","1","","","","","1","","1","1","","","1","1","1","1","1","1","1","","1","1","1","","1","1","","","","","1","","1","","1","","1","","","","","","1","","","1"
"group_4294","","hypothetical protein",32,"","","","","","","","1","1","1","","1","","","","1","1","","","","","","","1","1","1","","1","1","1","","","1","","","","","1","","1","1","","","1","1","1","1","1","1","1","","1","1","1","","1","1","","","","","1","","1","","1","","1","","","","","","1","","1","1"
"group_1485","","hypothetical protein",30,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","","1","","","1","1","","","","","1","","","1","1","1","","1","1","1","","1","1","","","1","1","1","","1","","","","","","","1","","","","","","1","1","","1","1","","","1","1","","1","","","","","","1","","","1","1","1",""
"group_4053","","phage protein",30,"","","","","","","","1","1","1","1","","","1","","","","1","","1","","","1","1","","","1","1","","","1","1","","1","1","","","1","","","1","1","","","","1","1","","1","","","","","1","","","","1","1","","","1","1","","1","1","","1","","","","","","1","1","1","1"
"hin","","site-specific recombinase/resolvase",29,"","","","","","","","1","1","1","1","1","","1","","","1","1","","","","","1","","","1","1","1","","1","","1","","1","1","","","1","1","1","","1","","","","","","","1","","","","","","1","1","","1","1","","","1","1","","1","","","","","","1","","","1","1","1",""
"group_761","","gp27",29,"","","","","","","","1","1","1","1","1","","","","","1","","","1","","","","1","1","1","","1","1","1","","","1","","","","","1","1","1","","","","1","1","1","","1","1","1","","1","1","1","","1","1","","","","","1","","1","","1","","1","","","","","","","","",""
"group_929","","hypothetical protein",29,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","","1","","","1","1","","1","","","1","","","","1","1","","1","","1","","1","1","","","1","1","1","","1","","","","","","","1","","","","","","1","1","","1","1","","","1","1","","1","","","","","","1","","","1","1","1",""
"group_333","argG","argininosuccinate synthase truncation",27,"","","","","","","","1","1","1","","","1","1","1","","","","","","1","1","","","","","1","","","","1","1","","1","","1","","1","","","","","","","","","1","","1","","1","1","","1","","","","","1","1","1","","1","1","","","","","1","1","1","1","","1","1","",""
"artP_1","","amino acid ABC transporter periplasmic amino acid-binding protein",26,"","","","","","","","1","1","1","","","1","1","","","","","","","1","1","","","","","1","","","","1","1","","1","","1","","1","","","","","","","","","1","","1","","1","1","","1","","","","","1","1","1","","1","1","","","","","1","1","1","1","","1","1","",""
"argH","","argininosuccinate lyase",25,"","","","","","","","1","1","1","","","1","1","","","","","","","1","1","","","","","1","","","","1","","","1","","1","","1","","","","","","","","","1","","1","","1","1","","1","","","","","1","1","1","","1","1","","","","","1","1","1","1","","1","1","",""
"group_3063","","hypothetical protein",24,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","","1","","","","1","","1","","","1","1","","","1","1","","","1","1","","1","1","","","1","","","","1","","","","1","1","","","","","","","1","","","","1","1","","","1","1","","1","","","","","","","","","","","1","1"
"group_2553","","helix-turn-helix family protein",23,"","","","","","","","1","1","1","1","1","","","","","1","1","","","","","1","","","","1","1","","1","","1","","1","1","","","1","1","1","","","","","","","","","","","","","","","1","1","","1","1","","","1","1","","1","","","","","","","","","1","","1",""
"group_1287","immR","cI repressor",22,"","","","","","","","1","1","1","1","1","","1","","","1","1","","","","","1","","","1","","","","1","","","","1","1","","","1","1","","","1","","","","","","","1","","","","","","","1","","1","","","","","1","","1","","","","","","1","","","1","1","1",""
"group_143","","helix-turn-helix domain protein",21,"","","","","","","","1","1","1","","","1","","1","1","","","","","1","1","","","","1","","","","","","1","1","","","","","1","","","","","","","","1","1","","","","1","","","","","","","","1","","1","","1","","","1","","","","1","1","1","","1","1","",""
"group_1496","","phage scaffold protein",20,"","","","","","","","1","1","1","","1","","1","","","","","","","","","1","","","","","1","","","1","1","","1","1","","","","1","","1","","","","","","1","","1","","","","","","","","1","1","","","","","","","","1","","1","","","","","","1","1","1","1"
"group_1582","","MHP",20,"","","","","","","","1","1","1","","1","","1","","","","","","","","","1","","","","","1","","","1","1","","1","1","","","","1","","1","","","","","","1","","1","","","","","","","","1","1","","","","","","","","1","","1","","","","","","1","1","1","1"
"group_2061","","integrase",19,"","","","","","","","1","1","1","","1","","1","1","","1","1","","1","","1","","","","1","","","","","1","1","1","","","","","1","","","","","","","1","1","1","","1","","1","","","","","","","","","","","","","","","1","","1","","","","","","","","",""
"group_165","","hypothetical protein",19,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","","","","","","","","","","","","1","1","","1","1","","1","","1","1","1","","","","","","","1","","","1","","","1","","","","","","1","1","1","","","","","","","","","","","1","","1","","","","","","","1","","1"
"group_3474","","hypothetical protein",18,"","","","","","","","1","1","1","1","","","1","","","","1","","","","","1","1","","","1","1","","","","","","1","1","","","1","","1","","1","","","","","","","","","","","","","1","","","1","1","","","1","1","","1","","","","","","","","","","","",""
"group_326","","phage antirepressor protein",17,"","","","","","","","1","1","1","","","","1","","","1","","","","","","","","","1","1","1","","","","","","1","","","","","1","1","","","","","","","","","1","","","","","","1","1","","","1","","","1","","","1","","","","","","","","","1","1","1",""
"group_4097","","transcription termination factor",16,"","","","","","","","1","1","1","","1","","1","","","","","","","","","","","","","","1","","","1","1","","","","","","","1","","1","","","","","","1","","1","","","","","","","","1","","","","","","","","","1","","1","","","","","","1","1","1","1"
"group_1011","","Phage protein",16,"","","","","","","","1","1","1","1","1","","1","","","1","1","","1","","","1","","","","","","","1","1","","","","1","","","1","","","","1","","","","","","","","","","","","","","","","1","","","","","1","","1","","","","","","1","","","","","",""
"group_2756","","hypothetical protein",16,"","","","","","","","1","1","1","","","","","","","1","","","","","","","","","1","1","1","","","","","","1","","","","","1","1","","","","","","","","","1","","","","","","1","1","","","1","","","1","","","1","","","","","","","","","1","1","1",""
"group_3581","","hypothetical protein",16,"","","","","","","","1","1","1","1","","","1","","","","1","","","","","1","","","","","","","","1","1","","","1","","","1","1","","","1","","","","","","","","","","","","","","1","","1","","","","","1","","1","","","","","","1","","","","","1",""
"bet","","phage recombination protein Bet",15,"","","","","","","","1","1","1","","1","","","","","1","1","","","","","","","","","1","1","","1","","1","","1","","","","1","","1","","","","","","","","","","","","","","","1","","","","1","","","1","1","","","","","","","","","","","","1","",""
"group_1509","","hypothetical protein",14,"","","","","","","","1","1","1","1","","","","","","","1","","1","","","","","","","1","1","","","","","","1","","","","","1","1","","","","","","","","","","","","","","","1","1","","","1","","","1","","","","","","","","","","","","","1","1",""
"group_2190","","phage protein",13,"","","","","","","","1","1","1","","1","","","","","","1","","","","","","","","","1","","","1","","1","","1","","","","1","","","","","","","","","","","1","","","","","","1","","","","1","","","1","1","","","1","","","","","","","","","","",""
"group_1841","","phage replication protein",13,"","","","","","","","1","1","1","1","1","","","","","1","1","","","","","1","","","","","","","1","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","1","","1","","","","","","","","","1","","1",""
"group_2405","blpL","immunity protein BlpL",13,"","","","","","","","1","1","1","","","","","1","1","","","1","","","1","","","","","","1","","","1","1","1","","","","","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","",""
"group_2218","","hypothetical protein",12,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","1","","","","","1","","","","","","","","","","1","1","","1","","1","","1","","","","","","1","","","","","","","","","","","","","","","1","","","","1","","","1","","","","","","","","","","","","","1","",""
"group_2393","","phage protein",12,"","","","","","","","1","1","1","1","","","1","","","","1","","","","","1","","","","","","","","","","","1","1","","","1","","","","1","","","","","","","","","","","","","","","","1","","","","","1","","1","","","","","","1","","","","","",""
"group_2552","","hypothetical protein",12,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","","","","","1","1","","","","","1","","","","","","","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","",""
"group_1246","","hypothetical protein",11,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","1","","","","","","","","","","","","","","","","","1","1","","1","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","1","1","","","","","1","","","1","1","",""
"group_816","immR","phage transcriptional repressor",11,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","1","1","","","1","","","1","","","","","","1","","","","","","","","","1","","","","","","1","","","","1","","","1","","","","1","","","","","","","","","1","",""
"group_1593","","putative phage DNA binding protein",11,"","","","","","","","1","1","1","","1","","","","","1","1","","1","","","","1","","1","","","","","","","","","","","","1","","1","1","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_1847","","major tail protein",11,"","","","","","","","1","1","1","","1","","","","","","","","","","","","1","","","","1","","","","","","1","","","","","1","","","1","","","","1","1","","","","","","","1","","1","","","1","","","","","","","","","","","","","","","","","",""
"group_1676","","hypothetical protein",10,"","","","","","","","1","1","1","","1","","","","","1","1","","1","","","","1","","1","","","","","","","","","","","","1","","1","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_3123","","phage protein",10,"","","","","","","","1","1","1","","1","","","","","1","1","","1","","","","1","","1","","","","","","","","","","","","1","","1","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_4277","","phage protein RecT family",10,"","","","","","","","1","1","1","1","","","1","","","","","","","","","1","","","","","","","","","","","","1","","","","1","","","1","","","","","","","","","","","","","","1","","1","","","","","","","1","","","","","","1","","","","","",""
"group_3593","","DNA complete genome",10,"","","","","","","","1","1","1","1","1","","","","1","","1","","1","","","","","","","","","","","","","","","","","","","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","",""
"spxA_4","","arsenate reductase-like glutaredoxin family protein",9,"","","","","","","","1","1","1","","","","","1","1","","","1","","","","","","","","","","","","","1","1","","","","","","","","","","","","","1","1","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","",""
