"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","14723_3#93","14723_3#86","14723_3#75","14723_3#66","19341_2#49","14412_1#30","20957_7#121","17175_8#85","17175_8#63","17175_8#29","17175_8#22","17175_7#32","17175_6#4","17150_6#76","17150_5#24","17059_7#40","15841_2#27","15731_8#55","14936_4#62","14913_7#76","14913_7#41","14913_6#64","14913_6#4","14913_5#36","14913_4#44","14913_4#41","14913_3#72","14913_3#65","14913_3#26","14913_2#62","14913_2#38","14893_8#2","14566_5#63","14566_4#31","14566_4#30","14555_4#78","14555_4#46","14555_4#43","14412_2#86","14412_1#15","14410_8#28","13470_1#63","13470_1#48","13415_8#34","13415_6#12","13415_5#57","13414_8#53","13414_8#21","12837_2#7","12837_2#48","12837_1#46","12162_1#34","9789_4#36","9789_3#19","18456_1#125","17870_7#190","15531_2#87","12378_2#55","12290_3#61","17870_8#160","17870_7#100","14936_6#95","17138_3#79","14913_5#56","14913_5#49","14566_5#87","14566_5#45","14410_8#53","17175_8#30","17175_8#27","17150_6#7","14913_5#11","19341_2#41","17794_7#80","15378_4#30","17870_7#135","20925_3#39","20925_3#107","16288_8#64","16288_7#66","16288_7#47","16288_4#73","16288_4#33","16288_3#1","19084_7#41","22841_1#11","14723_4#37","14723_4#33","14723_3#89","14566_4#88","14723_4#9","14723_4#25"
"group_9081","hyaD_2","glycosyl transferase family 2",19,"","","","","","","",1,1,1,"1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","","","","","","","","","","","","","","","","1","","","1","1","1","1","","1","","","","1","","","1","1","1"
"group_9731","ctpA","cation transporter E1-E2 family ATPase",19,"","","","","","","",1,1,1,"1","","1","","","","","","","","","","","","","","1","1","","","","","1","","1","","","1","","","","","1","1","1","","1","","","","","1","","","","1","1","","","","1","","","","","","","1","","","","","","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"group_914","","IS630-Spn1 transposase Orf1",19,"","","","","","","",1,1,1,"","","","","","","1","","1","","1","1","","","","1","","","","","","1","","","","1","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","1","1","","1","1","1","","","1","","","","1","","","","","","","","1","","","1","","",""
"group_11179","","ABC transporter permeae",19,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","","","","","1","1","","","","","","1","","1","","","","","","","","1","","","","","1","","1","","","1","1","1","1","","","","","1","","","","1","1","1","","","","","","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"group_13045","ptsI","Phosphoenolpyruvate-protein phosphotransferase of PTS system",19,"","","","","","","",1,1,1,"1","","","","","","","1","1","1","1","1","1","","1","1","","1","1","","","","","","","","1","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","1","","","","","","","","1","","","","","","","1","","","","","","",""
"group_17366","ilvA","threonine dehydratase",19,"","","","","","","",1,1,1,"","","","","","","","","","","1","","","","","","","","","1","1","","1","","1","","","","","1","","1","1","","","","","","1","1","","","1","1","1","1","","","","","1","","","","","","1","1","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_385","wefE","transposase",19,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","","","1","","","","1","","","","","","1","","","1","","1","1","","","","1","","1","","1","1","","1","","","","","","","","","","","","","1","","","1","","1","","","","","","","","","","1","","1","","1","1","","","","","","","","",""
"group_7292","","hypothetical protein",19,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","1","1","1","1","1","","","","","","","","1","","","","","","",""
"group_16374","gapA","glyceraldehyde-3-phosphate dehydrogenase",19,"","","","","","","",1,1,1,"","","","","","","1","","1","","1","1","","","","1","","","","","","1","","","","1","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","1","1","","1","1","1","","","1","","","","1","","","","","","","","1","","","1","","",""
"group_12786","gidA_2","tRNA (uracil-5-)-methyltransferase Gid",19,"","","","","","","",1,1,1,"1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","",""
"group_915","","IS630-Spn1 transposase Orf2",19,"","","","","","","",1,1,1,"","","","","","","1","","1","","1","1","","","","1","","","","","","1","","","","1","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","1","1","","1","1","1","","","1","","","","1","","","","","","","","1","","","1","","",""
"group_2028","","protein LacX plasmid",19,"","","","","","","",1,1,1,"1","1","","","","","","","","","","","","","","","","","1","1","","","","","","1","","","1","1","1","1","1","","","1","","","","1","1","","","","","","","1","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","1","1",""
"licR_3","","IS1239 transposase",19,"","","","","","","",1,1,1,"1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1"
"group_2660","lepA","GTP-binding protein LepA",19,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","","","","","","1","1","1","","","","1","","","","","1","","1","1","","","","","","","1","","","","","","","1","","","","","1","1","1","","","","","1","","","","","","","","","1","","","","","","","","","","","1","1","","1","1","","","","","","","","",""
"tabA_1","","beta-galactosidase subunit beta",19,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","1","","","","","","","","","","","","","","","","1","","","","","","1","1","1","","","","","","","","","","","1","1","1","","1","","1","","","","","","1","","1","1","1","1","1","1"
"group_331","","transposase",19,"","","","","","","",1,1,1,"1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","",""
"group_433","IS1381-truncation","transposase-like protein IS1381 ISSpn7",19,"","","","","","","",1,1,1,"1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","",""
"ydiB","","putative ATPase",19,"","","","","","","",1,1,1,"","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"cysK","","cysteine synthase",19,"","","","","","","",1,1,1,"1","1","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","","1","1","","1","1","","1","","","1","1"
"group_2673","","hypothetical protein",18,"","","","","","","",1,1,1,"1","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","","","","","","1","","","","","","","","","","","","1","1","1","","","","","","","","","","","1","1","","1","1","1","1"
"group_11954","phtE","pneumococcal histidine triad protein E (Bvh-3)",18,"","","","","","","",1,1,1,"","","1","","1","","","","","1","","","1","1","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","1","","","1","1","","","","1","1","1","","","","1","","","","","","","1","1","","1","","","","","","","","","","","","","","","","1"
"group_74","","transposase",18,"","","","","","","",1,1,1,"","","1","","1","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","1","","","1","","","","","","1","","","","1","1","","","","","","","","","","1","1","","","1","","","","","","1","","","","1","1","1","","","","","","","","","","","","","1","1","","",""
"group_2654","lepA","PTS system galactose-specific transporter subunit IIB",18,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","1","1","","1","","1","","","1","","","","","","","1","","","","","","","","1","","","","1","1","1","","1","","","1","","","","","","","","","","","","","","","","","","","","1","","","1","","1"
"group_13673","yjjP","membrane spanning protein",18,"","","","","","","",1,1,1,"1","1","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","1","1","1","1","1","","","","","","","1","1","","","1","","","",""
"group_7906","","phosphoglycerate mutase family protein",18,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","1","","","","","","1","","","","","1","","","1","","","","","","","1","","1","","1","","","1","1","","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","1","1","1","1","1","1","","","","","","","",""
"group_7128","pppA","type 4 prepilin peptidase",18,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","1","1","1","1","1","","","","","1","","","1","","","","","","",""
"group_8493","pgdA","peptidoglycan N-acetylglucosamine deacetylase A",18,"","","","","","","",1,1,1,"","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","1","","1","","","","","","","","","","","","","","","1","1","1","1","","1","","1","1","1","1","1","1","","","","","",""
"group_6638","","surface anchored protein",18,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","1","","","1","","1","1","","","","","","","1","","1","","","1","","","","","","","","","","","","1","","","1","","1","","","","","","","1","","","","","","","","1","","","","","1","1","1","1","",""
"group_47","IS1167-truncation","transposase",18,"","","","","","","",1,1,1,"","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","1","","","","1","","","1","","","","","","","","","","","","1","","","","","","1","","","1","","1","1","1","","","1","","1","1","1","1"
"group_4861","vraR_2","response regulator",18,"","","","","","","",1,1,1,"","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","1","","1","1","1","1","","","","","","","1","","","","","","","","",""
"group_5539","ugd","N-acetylglucosaminylphosphatidylinositol deacetylase superfamily",18,"","","","","","","",1,1,1,"","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","1","1","","1","1","1","1","1","1","1"
"glgA","","glycogen synthase",18,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","1","1","","1","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","1","1","1","","1","1","","1","1","","","","1","1","1","","1",""
"group_2049","","sodium-dependent transporter",18,"","","","","","","",1,1,1,"","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","1","1","","","","","","1","","","","","1","","","","","","","","","","","1","","","","","","1","","1","","","","","","","","","","","","","","","","1","1","","","","1","1","1","1","1","","1","","1",""
"gmuF","","mannose-6-phosphate isomerase",18,"","","","","","","",1,1,1,"","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","1","","","","","","","1","1","","","1","","","","","","1","","1","","","","","","","","","","","","","","","","1","","","","","1","1","1","1","1","","1","","1",""
"tcyJ","","amino acid ABC transporter amino acid-binding protein",18,"","","","","","","",1,1,1,"","","","","1","","1","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1"
"group_18028","","hypothetical protein",17,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","","","","","","","","","","1","1","","","","","","","","1","","1","1","1","1","","1","1","","1","","","1","","","1","1","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","",""
"group_11178","","ABC transporter permeae",17,"","","","","","","",1,1,1,"1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","1","","","","1","1","1","","","","","","","","","","","1","1","1","","","","","","","","","","1","1","","1","1","1","1",""
"group_2989","","radical SAM family protein",17,"","","","","","","",1,1,1,"","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","1","1","1","","1","1","1","","","1","1","1","1","1","1"
"group_9010","qmcA","spfh domain/band 7 family",17,"","","","","","","",1,1,1,"1","1","1","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","1","1","","","1","1","1","","1","1"
"Fucolectin-rel","","Glycosyl hydrolase",17,"","","","","","","",1,1,1,"1","1","1","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","1","1","","","1","1","1","","1","1"
"group_14719","lacA","galactose-6-phosphate isomerase subunit LacA",17,"","","","","","","",1,1,1,"1","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","1","1","","","","1","","1","","","1","","","","","","","1","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","1","","","1","","","","","","","1","1","1",""
"group_8001","","hypothetical protein",17,"","","","","","","",1,1,1,"","1","1","1","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1","1","1","1","1","1","1","1"
"group_5356","","adenylosuccinate lyase",17,"","","","","","","",1,1,1,"","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","1","1","1","","","","","1","1","1","1","1","1","1","1","","","","1","","","",""
"group_8994","","hypothetical protein",17,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","1","1","1","","1","1"
"group_5951","","Membrane protein",17,"","","","","","","",1,1,1,"","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","1","","","1","1","1","1","","1","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","","","","","","","",""
"group_3778","","hypothetical protein",17,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"frmB","","esterase",17,"","","","","","","",1,1,1,"","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1"
"group_8679","","uracil DNA glycosylase",17,"","","","","","","",1,1,1,"","","","","1","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1"
"manZ_1","","PTS system transporter subunit IID",17,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1"
"group_21889","","hypothetical protein",16,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","","","","","","","","","","1","1","","","","","","","","1","","1","1","1","1","","1","1","","1","","","1","","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","",""
"group_2610","lacZ","beta-galactosidase",16,"","","","","","","",1,1,1,"","","","","","1","","","","","","","","","","","","1","1","","1","","","","1","","1","","","","","","","","1","","","","","1","","1","","","1","1","1","1","","","","","","","","","","","","","","","","","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"hsdM2","","type I restriction-modification system methylation subunit",16,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","1","1","1","1","","","","1","","","","","","","","","","","",""
"group_29","","degenerate transposase",16,"","","","","","","",1,1,1,"","","","","","","","","1","1","1","","","","","1","","","","","","","1","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","1","1","","1","1","","","","","","","","","","1","1","1","",""
"group_4303","wzg","capsular polysaccharide biosynthesis protein Cps14A",16,"","","","","","","",1,1,1,"","","","","","","","","1","","","1","","","","","1","","","","","1","1","1","","","","","","","","","","","1","","","1","","","1","","","1","","","","","","1","1","","","","","","","","","","","","1","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"group_27","IS1167-truncation","transposase",16,"","","","","","","",1,1,1,"","","","","","","1","","1","","1","","","1","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","1","","","1","1","","","","","","","","","1","1","1","1","1","1"
"group_8274","","transposase",16,"","","","","","","",1,1,1,"","","","","","","","1","","","","","","","","","","","","1","","","1","","","1","","1","","","1","","","","","","","","","1","","","","","1","1","","1","","1","","","1","","","","","","","1","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","1","",""
"group_3591","","FIG01114729  hypothetical protein",16,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"1","","","1","","","","","","","","","","","","","","","","1","1","1","","","","1","","","","1","","","","","","","","","","","","","1","","","1","","","","","1","","1","","","","","1","","","","","","","1","1","","","","","","","","","","","","","","","","","","","1","","","","","","","1"
"macB_3","","ABC transporter ATP-binding protein",16,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","",""
"group_6720","","immunity protein",16,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","",""
"sacA","","sucrose-6-phosphate hydrolase",16,"","","","","","","",1,1,1,"","","","","","1","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","","","","","","",""
"group_14296","pepQ","X-Pro dipeptidase",16,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","1","","","1","","","","1","","","","1","","1","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","1","","","","","","","","","","","","1","1","1","1","1","","","","","","","","1",""
"queF","","7-cyano-7-deazaguanine reductase",16,"","","","","","","",1,1,1,"","","","","","1","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","1","1","","1","","","","","1","","1","",""
"group_8769","pdxK","phosphomethylpyrimidine kinase",16,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","1","","","1","","","","1","","","","1","","1","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","1","","","","","","","","","","","","1","1","1","1","1","","","","","","","","1",""
"pinR","","site-specific DNA recombinase",16,"","","","","","","",1,1,1,"","","","","","1","1","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","1","","","","","",""
"group_2500","","Ser/Thr protein phosphatase family protein",16,"","","","","","","",1,1,1,"","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1"
"gidA_1","","tRNA uridine 5-carboxymethylaminomethyl modification protein GidA",16,"","","","","","","",1,1,1,"","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","1","1","1","1","","","","","","","","","","","","","","","","1","1","1","","1","1","1","1","1","","","","","","","",""
"group_2832","","alpha-fucosidase",16,"","","","","","","",1,1,1,"","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","1","1","1","","","","","","","","","","","","","","","1","1","1","","1","1","1","1","1","1","","","","1","",""
"aroF","","phospho-2-dehydro-3-deoxyheptonate aldolase (DAHP synthetase)-possibly tyr-sensitive",16,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","1","1","1","","","","","","","","","","","","","1","","1","","1","","","","","","1","","1","1","1","1","1","1"
"group_2173","hsdR_2","type I restriction-modification system R subunit",15,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","1","","","","","1","","","","","1","","","","1","1","","1","","","","1","","","1","1","1","1","1","","1","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_991","mtaD","chlorohydrolase",15,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","","1","1","","","","","","","","","","","1","1","1","1","1","","","","","","","","","","","","","","",""
"group_11505","lanM","Lanthionine biosynthesis protein LanM",15,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","",""
"group_7356","","transcriptional activator Rgg/GadR/MutR family protein",15,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","",""
"group_9719","lacG","6-phospho-beta-galactosidase",15,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","",""
"group_16181","","alanine aminotransferase",15,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","",""
"mlc_1","","ROK family protein putative",15,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","",""
"group_300","IS861-truncation_2","IS3-Spn1 transposase",15,"","","","","","","",1,1,1,"","","","1","","","","","","","","","","","","","","1","1","","1","1","1","1","","1","","","","","","1","","","","","","1","1","","","1","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1",""
"group_7380","","gamma-glutamylcysteine synthetase putative",15,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","",""
"group_14804","hit","protein hit",15,"","","","","","","",1,1,1,"","","","","1","","1","","1","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","1","","","","1","1","","","","1","","","","","","","","","","","","1","1","1","","1","","","","","","","","","","","","","","",""
"group_10321","","putative integral membrane protein",15,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","",""
"group_9594","rsgA","ribosome-associated GTPase",15,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","",""
"group_5216","","chlorohydrolase",15,"","","","","","","",1,1,1,"","","","","1","","1","","1","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","1","","","","1","1","","","","1","","","","","","","","","","","","1","1","1","","1","","","","","","","","","","","","","","",""
"group_16770","","MarR family transcriptional regulator",15,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","",""
"group_1160","","degenerate transposase",15,"","","","","","","",1,1,1,"1","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","1","1","1","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","",""
"group_7065","","transcriptional regulator",15,"","","","","","","",1,1,1,"1","1","1","1","","","","","","","","","","","1","","1","1","","1","","","","1","","","","","","","1","","","","1","1","1","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_11795","ycjP_1","ABC transporter permease",15,"","","","","","","",1,1,1,"","","","","","1","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","","","","","",""
"group_9433","ktrB","Trk transporter membrane-spanning protein - K+ transport",15,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","1","","","","1","1","1","","1","","","","","","","","","","","","","","","","","1","1","1","1","","1","1","","","","","","","",""
"group_14600","dnaJ","dnaJ protein Heat-shock protein (activation of DnaK)",15,"","","","","","","",1,1,1,"","","","","1","","1","","1","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","1","","","","1","1","","","","1","","","","","","","","","","","","1","1","1","","1","","","","","","","","","","","","","","",""
