"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","12290_3#26","12837_1#57","12837_2#68","12837_4#55","12837_4#7","13415_6#28","13415_8#12","13470_1#28","14410_4#69","14410_6#83","14410_7#62","14410_8#55","14520_4#12","14520_4#32","14520_4#40","14520_4#5","14520_4#8","14520_5#26","14520_5#29","14520_5#70","14520_7#22","14520_7#34","14520_7#41","14520_7#47","14520_7#48","14520_7#60","14566_6#5","14723_6#30","14913_4#38","14913_5#44","14913_7#62","14936_4#41","14936_5#4","15378_2#45","15378_2#60","15378_4#14","15378_4#6","15531_4#84","15531_5#44","15531_5#90","15531_5#95","15531_7#26","15731_8#8","15841_1#38","15841_1#59","15841_1#63","15841_1#76","15841_1#86","15841_2#32","15841_2#45","15841_2#61","15841_2#83","15841_2#86","15841_2#90","15841_2#94","15841_3#29","15841_3#70","15841_3#94","15841_4#79","15873_1#21","15873_1#23","15873_1#28","15873_1#29","15873_1#37","15873_1#50","15873_2#23","15873_3#19","15873_4#72","15873_4#78","15874_1#1","15874_1#17","15874_1#25","15874_1#43","15995_1#108","15995_1#111","15995_1#120","15995_1#129","15995_1#135","15995_1#151","15995_1#180","15995_1#67","15995_2#11","15995_2#117","15995_2#128","15995_2#134","15995_2#138","15995_2#149","15995_2#160","15995_2#165","15995_2#46","15995_2#62","16399_5#22","16399_5#37","16399_5#43","16399_6#33","16399_6#44","16399_6#64","16399_6#69","16399_7#66","16453_2#14","16453_2#41","16453_2#5","16453_2#56","16453_2#59","17059_6#19","17059_6#56","17059_6#69","17059_6#77","17059_6#92","17059_7#32","17059_7#39","17059_7#54","17059_7#62","17059_7#94","17059_8#10","17059_8#2","17059_8#60","17138_4#39","17138_4#40","17150_4#87","17150_5#68","17150_5#7","17175_4#38","17175_4#53","17175_4#70","17175_4#76","17175_4#80","17175_4#92","17175_5#74","17175_6#31","17175_7#74","17428_8#120","17428_8#143","17794_7#100","17794_7#110","17794_7#175","17794_8#104","17794_8#119","17794_8#16","17794_8#54","17794_8#57","17794_8#89","17794_8#98","17870_7#154","17870_7#64","17870_7#71","18090_5#33","18456_1#33","19183_3#10","9789_5#57","9789_5#6"
"group_936","","hypothetical protein",41,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","1","","","","","","","","","","","","","","","","","","","1","1","","","","1","1","1","","","","1","1","","","","","","","","","","","","","1","1","","","","","","","","","","1","","","1","","","1","","","","","1","1","","","1","","1","1","","","","","","1","1","","","","","","","","","","","","","","","","1","","","1","1","1","1","","1","1","","1","1","1","","1","1","","1","","1","","1","1","","","","","1","","","","","1","","","","","1","","","","","","1","","","1",""
"group_3123","","phage protein",41,"","","","","","","","1","1","1","","1","","","","","","","1","","","","1","","1","","1","1","","","1","","","","1","","","","","1","","","","","","","","1","","1","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","1","","","","","","","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","1","1","","1","1","","","","1","1","","","","","","1","",""
"group_4161","","gp31",41,"","","","","","","","1","1","1","","1","","","","","","","1","","","","1","","1","","1","1","","","1","","","","1","","","","","1","","","","","","","","1","","1","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","1","","","","","","","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","1","1","","1","1","","","","1","1","","","","","","1","",""
"group_4158","","phage protein",41,"","","","","","","","1","1","1","","1","","","","","","","1","","","","1","","1","","1","1","","","1","","","","1","","","","","1","","","","","","","","1","","1","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","1","","","","","","","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","1","1","","1","1","","","","1","1","","","","","","1","",""
"group_5343","","gp45",41,"","","","","","","","1","1","1","","1","","","","","","","1","","","","1","","1","","1","1","","","1","","","","1","","","","","1","","","","","","","","1","","1","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","1","","","","","","","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","1","1","","1","1","","","","1","1","","","","","","1","",""
"group_5346","","gp32",41,"","","","","","","","1","1","1","","1","","","","","","","1","","","","1","","1","","1","1","","","1","","","","1","","","","","1","","","","","","","","1","","1","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","1","","","","","","","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","1","1","","1","1","","","","1","1","","","","","","1","",""
"group_1672","","major head protein",41,"","","","","","","","1","1","1","","1","","","","","","","1","","","","1","","1","","1","1","","","1","","","","1","","","","","1","","","","","","","","1","","1","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","1","","","","","","","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","1","1","","1","1","","","","1","1","","","","","","1","",""
"group_2229","","gp42",41,"","","","","","","","1","1","1","","1","","","","","","","1","","","","1","","1","","1","1","","","1","","","","1","","","","","1","","","","","","","","1","","1","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","1","","","","","","","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","1","1","","1","1","","","","1","1","","","","","","1","",""
"group_4157","","phage protein",41,"","","","","","","","1","1","1","","1","","","","","","","1","","","","1","","1","","1","1","","","1","","","","1","","","","","1","","","","","","","","1","","1","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","1","","","","","","","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","1","1","","1","1","","","","1","1","","","","","","1","",""
"group_4159","","gp43",41,"","","","","","","","1","1","1","","1","","","","","","","1","","","","1","","1","","1","1","","","1","","","","1","","","","","1","","","","","","","","1","","1","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","1","","","","","","","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","1","1","","1","1","","","","1","1","","","","","","1","",""
"group_5345","","HNH endonuclease domain protein",41,"","","","","","","","1","1","1","","1","","","","","","","1","","","","1","","1","","1","1","","","1","","","","1","","","","","1","","","","","","","","1","","1","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","1","","","","","","","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","1","1","","1","1","","","","1","1","","","","","","1","",""
"group_3125","","hypothetical protein",41,"","","","","","","","1","1","1","","1","","","","","","","1","","","","1","","1","","1","1","","","1","","","","1","","","","","1","","","","","","","","1","","1","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","1","","","","","","","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","1","1","","1","1","","","","1","1","","","","","","1","",""
"group_3500","","phage protein",41,"","","","","","","","1","1","1","","1","","","","","","","1","","","","1","","1","","1","1","","","1","","","","1","","","","","1","","","","","","","","1","","1","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","1","","","","","","","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","1","1","","1","1","","","","1","1","","","","","","1","",""
"group_5344","","phage terminase large subunit",41,"","","","","","","","1","1","1","","1","","","","","","","1","","","","1","","1","","1","1","","","1","","","","1","","","","","1","","","","","","","","1","","1","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","1","","","","","","","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","1","1","","1","1","","","","1","1","","","","","","1","",""
"group_2808","","major tail protein",41,"","","","","","","","1","1","1","","1","","","","","","","1","","","","1","","1","","1","1","","","1","","","","1","","","","","1","","","","","","","","1","","1","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","1","","","","","","","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","1","1","","1","1","","","","1","1","","","","","","1","",""
"group_3177","","transcriptional regulator",41,"","","","","","","","1","1","1","","1","","","","","","","1","","","","1","","1","","1","1","","","1","","","","1","","","","","1","","","","","","","","1","","1","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","1","","","","","","","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","1","1","","1","1","","","","1","1","","","","","","1","",""
"group_3357","","gp35",41,"","","","","","","","1","1","1","","1","","","","","","","1","","","","1","","1","","1","1","","","1","","","","1","","","","","1","","","","","","","","1","","1","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","1","","","","","","","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","1","1","","1","1","","","","1","1","","","","","","1","",""
"group_3501","","hypothetical protein",41,"","","","","","","","1","1","1","","1","","","","","","","1","","","","1","","1","","1","1","","","1","","","","1","","","","","1","","","","","","","","1","","1","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","1","","","","","","","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","1","1","","1","1","","","","1","1","","","","","","1","",""
"group_5342","","PblA",41,"","","","","","","","1","1","1","","1","","","","","","","1","","","","1","","1","","1","1","","","1","","","","1","","","","","1","","","","","","","","1","","1","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","1","","","","","","","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","1","1","","1","1","","","","1","1","","","","","","1","",""
"group_3124","","gp39",41,"","","","","","","","1","1","1","","1","","","","","","","1","","","","1","","1","","1","1","","","1","","","","1","","","","","1","","","","","","","","1","","1","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","1","","","","","","","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","1","1","","1","1","","","","1","1","","","","","","1","",""
"group_4160","","phage protein",41,"","","","","","","","1","1","1","","1","","","","","","","1","","","","1","","1","","1","1","","","1","","","","1","","","","","1","","","","","","","","1","","1","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","1","","","","","","","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","1","1","","1","1","","","","1","1","","","","","","1","",""
"bag","","surface protein PspC",40,"","","","","","","","1","1","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","1","","","1","","","","","","","","","","","","1","","","","1","","","","1","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","1","1","","1","1","","1","1","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","1","","1","","1","1","","1","1","1","1","1","","1","1","1","1","1","","","","","","","","","","","","","","1","1","","1","","",""
"group_1034","","hypothetical protein",38,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","1","","","","","1","","","","","1","","1","","1","","","","","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","1","","","","","","1","","","","","","","","","","","1","","","","","","1","","","1","","","","","1","","1","","1","","","","1","","","","","","","","","","","1","1","1","1","1","","","","1","","","1","","","1","","","","","1","1","1","1","1","","1","1","1","1"
"group_2164","","Membrane protein",37,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","1","","1","","","","","","","","","","","","1","","","","","","","1","","1","","1","1","","1","1","","","1","1","1","","","","","","","","","","1","1","1","1","","","","","1","1","1","","1","","","","","1","","","","","","","","","","","","","","1","1","","","1","1","","","1","","","1","","","1","","","1","","","","","","1","1","1","1","","","","","","","","","","","","","","","","1","","","",""
"group_935","","Phage protein",37,"","","","","","","","1","1","1","","","","","","","","","1","","","","1","","1","1","1","1","1","1","","","","","","","","","1","1","","","1","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","1","1","","","","1","","","","","","","","","","1","1","","","","","","","","","1","1","","","","","","1","","1","1","","","","","1","","1","","1","","","","","","","","","","","","1","","","","","","","","","","","1","","1","1","1","","1","","","1","1","1","1","","","","","","1","",""
"group_890","","phage protein",37,"","","","","","","","1","1","1","","","","","","","","","","","","","1","1","","","1","1","","","1","1","1","1","1","1","","","","","","","","1","","","","","1","1","","1","","1","","","","1","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","1","","","","","","","","","","","1","1","","1","","","1","1","1","1","1","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","1","","1","1","","1","","","1","1","","","","","","1","",""
"group_703","","hypothetical protein",32,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","1","","1","","1","1","","1","","","","","1","","","1","1","","","","","1","","","","","","1","","","1","1","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","1","","","1","1","1","","","1","","","","","1","1","","1","","1","","1","","1","1","","","","","","","","","","","","","","","","","1","","1","","",""
"group_1259","","hypothetical protein",31,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","1","","","","1","","1","1","1","1","1","1","","","","","","","","","1","","","","1","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","1","","","","1","","","","","","","","","","1","","","","","","","","","","","1","","","","","","1","","1","1","","","","","1","","1","","","","","","","","","","","","","","1","","","","","","","","","","","1","","1","1","","","1","","","1","1","1","1","","","","","","1","",""
"group_305","","chlorohydrolase",30,"","","","","","","","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","1","","","","","","","","","","","1","","1","1","","","","1","","","","","","","1","","1","","","1","","","","","","","","","1","1","","","","","","","","1","","","","","","","1","","1","1","","","","","","","","","","","","","","","","1","","1","","1","","","1","","1","","1","","","1","","1","","1","1","1","","1","","","","","","","","","","","","","","","","","","","1","","","",""
"dnaD_2","","gp19",30,"","","","","","","","1","1","1","","1","","","","","","","","","","","","","1","","","","","","1","","","","1","","","","1","1","","","1","","","","","1","","1","","","","","","1","","","","","1","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","1","","","","","","","1","1","1","","","1","1","1","1","","1","","","1","1","1","1","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","",""
"group_1758","","hypothetical protein",28,"","","","","","","","1","1","1","","1","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","1","","","1","","","","","1","","1","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","1","1","1","","","1","1","1","1","","1","","","1","1","1","1","","","","","1","","","","","","","","","","","","","","1","","1","","","","","","","","","","","1","","","1","","","","","","","","","","","","",""
"group_4184","","phage protein",26,"","","","","","","","1","1","1","","","","","","","","","","","","","1","","","1","1","1","1","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","1","","","","","","","","","","1","","","","","","","","","","","1","","","","","","1","","","1","","","","","1","","1","","","","","","","","","","","","","","1","","","","","","","","","","","1","","1","1","","","1","","","1","1","1","1","","","","","","1","",""
"group_2230","","hypothetical protein",25,"","","","","","","","1","1","1","","","","","","","","","","","","","1","","1","1","1","1","1","1","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","1","","","1","","","1","1","1","1","","","","","","1","",""
"group_4301","","phage protein",25,"","","","","","","","1","1","1","","1","","","","","","","","","","","","","","","","","","","1","","","","1","","","","1","1","","","","","","","","1","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","1","1","1","","","1","1","1","1","","1","","","1","1","1","1","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"group_4126","","hypothetical protein",25,"","","","","","","","1","1","1","","","","","","","","","","","","","1","","","","1","","","","1","","","","1","","","","1","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","1","","1","","","1","1","1","1","1","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","1","","","1","","1","","","1","1","","","","","","1","",""
"group_5305","","hypothetical protein",25,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","1","","","","1","","","","1","","","","1","","","","1","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","1","","1","","","1","1","1","1","1","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","1","","","1","","1","","","1","1","","","","","","1","",""
"group_2820","","phage protein",25,"","","","","","","","1","1","1","","","","","","","","","","","","","1","","","","1","","","","1","","","","1","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","1","1","","1","","","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","1","","1","","","1","1","","","","","","1","",""
"group_223","dltC","hypothetical protein",24,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","1","1","","","","","","","","","","","","","","","","","","","1","1","","1","","","","","","1","","1","","","","","","","","","1","","","","1","","1","","1","","","","","","1","","","","","","","","","","","1","1","1","","","","","","","1","1","1","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1",""
"group_4285","","hypothetical protein",24,"","","","","","","","1","1","1","","1","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","1","","","","","","","","1","","1","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","1","1","1","","","1","1","1","1","","1","","","1","1","1","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"group_4370","","phage protein",24,"","","","","","","","1","1","1","","1","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","1","","","","","","","","1","","1","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","1","1","1","","","1","1","1","1","","1","","","1","1","1","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"group_3666","","gp29",24,"","","","","","","","1","1","1","","1","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","1","","","","","","","","1","","1","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","1","1","1","","","1","1","1","1","","1","","","1","1","1","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"group_4371","","hypothetical protein",24,"","","","","","","","1","1","1","","1","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","1","","","","","","","","1","","1","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","1","1","1","","","1","1","1","1","","1","","","1","1","1","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"group_2618","","hypothetical protein",24,"","","","","","","","1","1","1","","","","","","","","","","","","","1","","","","1","","","","1","","","","1","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","1","","1","","","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","","1","","1","","","1","1","","","","","","1","",""
"group_2617","","hypothetical protein",24,"","","","","","","","1","1","1","","","","","","","","","","","","","1","","","","1","","","","1","","","","1","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","1","","1","","","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","","1","","1","","","1","1","","","","","","1","",""
"group_2583","","phage repressor",23,"","","","","","","","1","1","1","","1","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","1","","","","","","","","1","","1","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","1","1","","","","1","1","1","1","","1","","","1","1","1","1","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"group_3503","lexA","phage transcriptional repressor",23,"","","","","","","","1","1","1","","1","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","1","","","","","","","","1","","1","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","1","1","","","","1","1","1","1","","1","","","1","1","1","1","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"group_3767","","DNA-binding protein",23,"","","","","","","","1","1","1","","","","","","","","","","","","","1","","","","1","","","","1","","","","1","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","1","","1","","","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","1","","1","","","1","1","","","","","","1","",""
"group_91","","phage putative head morphogenesis protein SPP1 gp7 family",22,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","1","1","1","","","","1","","","","","","","","","","","","","1","1","1","","1","","1","1"
"group_748","","hypothetical protein",22,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","1","1","1","","","","1","","","","","","","","","","","","","1","1","1","","1","","1","1"
"group_930","","hypothetical protein",22,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","1","1","1","","","","1","","","","","","","","","","","","","1","1","1","","1","","1","1"
"group_1042","","Phage gp6-like head-tail connector protein",22,"","","","","","","","1","1","1","1","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","1","1","1","","","","1","","","","","","","","","","","","","1","1","1","","1","","1","1"
"group_2168","","conserved structural protein putative",22,"","","","","","","","1","1","1","1","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","1","1","1","","","","1","","","","","","","","","","","","","1","1","1","","1","","1","1"
"group_718","","Lj965 prophage protein",22,"","","","","","","","1","1","1","1","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","1","1","1","","","","1","","","","","","","","","","","","","1","1","1","","1","","1","1"
"group_227","","phage portal protein SPP1 family",22,"","","","","","","","1","1","1","1","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","1","1","1","","","","1","","","","","","","","","","","","","1","1","1","","1","","1","1"
"group_1022","","prophage protein",22,"","","","","","","","1","1","1","1","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","1","1","1","","","","1","","","","","","","","","","","","","1","1","1","","1","","1","1"
"yqbO","","TMP repeat family",22,"","","","","","","","1","1","1","1","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","1","1","1","","","","1","","","","","","","","","","","","","1","1","1","","1","","1","1"
"group_1226","","hypothetical protein",22,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","1","1","1","","","","1","","","","","","","","","","","","","1","1","1","","1","","1","1"
